,bath,bed,furnished,price,size,street,where
8959,1.0,,0,1795,,518 E 80th Street #1K,Yorkville
8960,1.0,1.5,0,2850,,358 12th Street #4R,Park Slope
8961,1.0,2.0,0,2995,,309 W 139th Street #2,Central Harlem
8962,2.0,2.0,0,4000,,51 Kent Avenue #1,Williamsburg
8963,1.0,2.0,0,2200,,215 Battery Avenue #3,Dyker Heights
8964,1.0,1.0,0,1945,,774 Franklin Avenue #1B,Crown Heights
8965,,2.0,0,2800,950,9 White Street #325,East Williamsburg
8966,3.0,2.0,0,12500,2087,845 United Nations Plaza #53C,Turtle Bay
8967,2.0,2.0,0,4000,1127,40 North 4th Street #4G,Williamsburg
8968,1.0,3.0,0,2600,1100,31-37 46th Street #2,Astoria
8969,1.0,3.0,0,1650,,37 Plymouth Road #1,Bulls Head
8970,1.0,2.0,0,4426,,160 West 97th Street #11F,Upper West Side
8971,1.0,2.0,0,2100,,795 Flatbush Avenue #2,Flatbush
8972,1.0,2.0,0,4967,,301 E 47 #19G,
8973,2.0,3.0,0,9923,,103 East 86th Street #9D,Carnegie Hill
8974,3.5,3.0,0,33000,2371,21 East 61st Street #7B,Lenox Hill
8975,1.0,2.0,0,2750,,1469 Lexington Avenue #21,
8976,2.0,3.0,0,9923,,103 East 86th Street #9D,Carnegie Hill
8977,1.0,1.0,0,3800,,360 East 65th Street #7G,Lenox Hill
8978,1.5,1.0,0,3200,,127 W75 #2R,Upper West Side
8979,1.0,,0,2949,,141 East 33rd Street #7J,Kips Bay
8980,1.0,,1,2795,,428 West 44th Street #3R,Midtown West
8981,1.0,1.0,0,2150,,47-07 41st Street #1B,Sunnyside
8982,1.0,1.0,0,2750,,270A 9th Street #2,Park Slope
8983,1.0,1.0,0,5075,,20 Park Avenue #14E,Murray Hill
8984,1.0,2.0,0,3600,,109 W 75 #4B,Upper West Side
8985,1.0,1.0,0,4000,704,350 Albany Street #5C,Battery Park City
8986,1.0,2.0,0,5500,,141 East 3rd Street #9H,East Village
8987,1.0,1.5,0,2707,800,283 Devoe Street #2R,East Williamsburg
8988,2.0,3.0,0,10500,2000,148 West 28th Street #3W,Chelsea
8989,1.0,1.0,0,2895,,214 E 25th Street #2RW,Kips Bay
8990,1.0,1.5,0,2299,,127 Ryerson Street #2,Clinton Hill
8991,1.0,,0,1750,,439 East 74th Street #3RW,Upper East Side
8992,1.0,1.0,0,5165,,101 West 15th Street #105,Chelsea
8993,1.0,2.0,0,2950,700,808 Driggs Avenue #4C,Williamsburg
8994,1.0,2.0,0,3000,,808 Driggs Avenue #6C,Williamsburg
8995,1.0,4.0,0,3200,,1722 Amsterdam Avenue #2R,Hamilton Heights
8996,1.0,1.0,0,3350,,158 West 76th Street #2A,Upper West Side
8997,1.0,3.0,0,2500,,1234 Pacific Street #B1,Crown Heights
8998,1.0,1.0,0,2695,,22 King Street #12,Soho
8999,1.0,3.0,0,2300,,351 Dewitt Avenue 3RD-FLOOR,Canarsie
9000,1.0,2.0,0,2900,800,326 12th Street #1L,Park Slope
9001,1.5,3.0,0,3230,,127 Graham Avenue #2R,Williamsburg
9002,1.0,1.0,0,3601,,41 River Terrace #3307,Battery Park City
9003,1.0,2.0,0,4250,1037,99 Gold Street #4I,Vinegar Hill
9004,1.0,1.0,0,3900,708,350 West 43rd Street #36C,Midtown West
9005,1.0,1.0,0,3900,708,350 West 43rd Street #36C,Midtown West
9006,2.0,2.0,0,4600,1005,393 West 49th Street #5R,Midtown West
9007,1.0,1.0,0,4000,700,9 Barrow Street #6C,West Village
9008,1.0,1.0,0,1495,,649 E 3rd Street #1,Kensington
9009,1.0,1.0,0,1700,,21-19 24th Street #2,Astoria
9010,1.0,,1,4200,,20 West Street #12F,Financial District
9011,1.0,2.0,0,2776,,380 South 4th Street #5,Williamsburg
9012,2.0,2.0,0,3500,,212 East 29th Street #6,Kips Bay
9013,1.0,3.0,0,2650,,418 MacDonough Street #3,Stuyvesant Heights
9014,4.5,5.0,0,6500,1600,205 North 7th Street #1A,Williamsburg
9015,2.0,1.0,0,5500,,167 North 6th Street #B16,Williamsburg
9016,2.0,2.0,0,5495,,424 West End Avenue #504,Upper West Side
9017,1.0,1.0,0,2800,,873 Union Street #4,Park Slope
9018,1.0,1.0,0,2900,,80 Lefferts Place #3C,Clinton Hill
9019,1.0,1.0,0,2750,,86 Marcy Avenue #4A,Williamsburg
9020,2.0,5.0,0,4500,,356 Lafayette Avenue #4E,Clinton Hill
9021,1.0,2.0,0,3350,,350 E 30th Street #3M,Kips Bay
9022,2.0,2.0,0,4700,,80 Lefferts Place #2A,Clinton Hill
9023,,1.0,0,1355,,2487 Grand Avenue #A7,University Heights
9024,1.0,2.0,0,2550,,421 East 65th Street #6,Lenox Hill
9025,2.0,2.0,0,6125,,88 Leonard Street #304,Tribeca
9026,1.0,3.0,0,3300,,204 Irving #2L,Bushwick
9027,1.0,1.0,0,3100,750,25 West 75th Street #2B,Upper West Side
9028,2.5,3.0,0,13500,1775,160 West 66th Street #47D,Lincoln Square
9029,1.0,2.0,0,2500,,167 15th Street #1L,Park Slope
9030,2.5,2.0,0,13292,,160 West 62nd Street #48F,Lincoln Square
9031,1.0,1.0,0,3800,692,555 West 23rd Street #N10M,West Chelsea
9032,2.0,3.0,0,4395,,200 West 98th Street #4E,Upper West Side
9033,1.0,,0,1570,,300 Lincoln Rd #3B,Prospect Lefferts Gardens
9034,2.0,2.0,0,4350,,225 Sterling Place #2HH,Prospect Heights
9035,1.0,1.0,0,1850,,43 West 74th Street #1C,Upper West Side
9036,2.0,2.0,0,3850,,267 6th Street #6K,Park Slope
9037,1.0,4.0,0,3500,1200,565 W 181 #2FE,Fort George
9038,2.0,3.0,0,5950,1350,629 East 6th Street #3,East Village
9039,1.0,1.0,0,3100,717,4545 Center Boulevard #1909,Hunters Point
9040,1.0,1.0,0,3399,675,445 Fifth Avenue #24D,Midtown South
9041,,1.0,1,4000,825,245 East 93rd Street #9J,Yorkville
9042,2.0,3.0,0,2600,,211-19 41st Avenue ,Bayside
9043,1.0,1.0,0,3400,651,212 East 47th Street #22J,Turtle Bay
9044,1.0,1.0,0,4675,,312 Eleventh Avenue #25G,West Chelsea
9045,2.0,3.0,0,3140,1327,3052 Brighton 1st Street #8D,Brighton Beach
9046,1.0,,0,4000,,15 William Street #37D,Financial District
9047,1.5,1.0,0,4200,771,1438 Third Avenue #20A,Upper East Side
9048,1.0,1.0,0,2625,,277 Gold Street #5P,Downtown Brooklyn
9049,2.0,3.0,0,18000,2046,30 West 63rd Street #27STU,Lincoln Square
9050,1.0,0.0,0,2895,500,200 East 94th Street #805,Yorkville
9051,1.0,1.0,0,2795,584,182 East 95th #16J,Carnegie Hill
9052,1.0,1.0,0,2875,585,182 East 95th #27F,Carnegie Hill
9053,1.0,1.0,0,2075,715,118-80 Metropolitan Avenue #4A,Kew Gardens
9054,1.0,,0,1950,,214 East 83rd #5A,Yorkville
9055,1.0,1.0,0,1550,,180 Lenox #6H,Brooklyn
9056,1.0,1.0,0,2295,,518 East 80 #7L,Yorkville
9057,1.0,1.0,0,1750,,30-31 34th Street #9,Astoria
9058,1.0,1.0,0,3500,630,347 West 57th Street #15B,Midtown West
9059,1.0,1.0,0,4000,,315 West 70th Street #9L,Lincoln Square
9060,1.0,1.0,0,1750,,30-31 34th Street #9,Astoria
9061,1.0,1.0,0,1400,,164 Linden Boulevard #B17,Brooklyn
9062,1.0,,1,3600,,238 E 82nd Street #5C,Yorkville
9063,1.0,,1,3600,,238 E 82nd Street #4B,
9064,1.0,2.0,0,2100,,25-41 21st Street #1,Astoria
9065,1.0,1.0,0,1400,,1801 Marmion #2C,Crotona Park East
9066,1.0,1.0,0,1400,,1801 Marmion #3C,Crotona Park East
9067,1.0,1.0,0,3900,575,270 West 17th Street #14B,Chelsea
9068,1.0,,1,2750,,238 E 82nd Street #2B,Yorkville
9069,1.0,1.0,0,1900,,30-49 Crescent Street #H2C2,Astoria
9070,1.0,1.0,0,2050,800,73-20 Austin Street #5M,Forest Hills
9071,1.0,,1,3600,,225 East 82nd Street #7A,
9072,1.0,,0,1950,,911 8th Avenue #4D,Park Slope
9073,2.0,3.0,0,4500,1084,468 Warren Street #3,Boerum Hill
9074,1.0,,1,3500,,225 East 82nd Street #6A,
9075,1.0,1.0,0,4500,,315 CPW #1C,Upper West Side
9076,4.5,5.0,0,25000,,315 CPW #4S,Upper West Side
9077,1.0,1.0,0,2100,750,50 Brighton First Road #9J,Brighton Beach
9078,2.5,2.0,0,14000,2000,721 Fifth Avenue #55M,Midtown
9079,1.0,1.0,0,4100,796,229 Chrystie Street #901,Lower East Side
9080,2.0,4.0,0,4500,,181 Eldert Street #1L,Bushwick
9081,1.0,1.0,0,2300,,26 Cook Steet #2A,Williamsburg
9082,1.0,3.0,0,2700,,22-40 37th Street #2,Astoria
9083,1.0,1.0,0,5000,,200 East 61st Street #9D,Lenox Hill
9084,1.0,1.0,0,3369,,384 Bridge Street #30G,Downtown Brooklyn
9085,1.0,3.0,0,2600,900,247 Troy Avenue #2,Weeksville
9086,1.0,2.0,0,2650,,155 S 2nd Street #12,Williamsburg
9087,1.0,1.0,0,3046,737,456 Grand Street #2B,Williamsburg
9088,1.0,3.0,0,2600,900,247 Troy Avenue #2,Weeksville
9089,1.0,2.0,0,3195,,343 East 22nd Street #8,Gramercy Park
9090,1.0,2.0,0,3195,,343 East 22nd Street #6,Gramercy Park
9091,,,0,5350,1070,20 East 46th Street #1302,Midtown
9092,1.0,3.0,0,2600,2000,105-09 Metropolitan Avenue #2,Forest Hills
9093,1.0,2.0,0,5000,,35 Jane Street #F,West Village
9094,1.0,,0,2700,,101 Bedford Avenue #D203,Williamsburg
9095,1.0,,1,3125,,102 W 80th Street #45,Upper West Side
9096,2.0,2.0,0,2950,,119-49 Union Turnpike #11B,Forest Hills
9097,1.0,2.0,0,2550,,444 East 81st Street #33,Yorkville
9098,1.0,2.0,0,1950,,55 Linden Boulevard #5G,Flatbush
9099,1.0,1.0,0,2095,,288 Saint James Place #3,Clinton Hill
9100,1.5,4.0,0,5495,,162 W 54th Street #4D,Midtown
9101,1.0,,0,2049,,536 East 14th Street #2,East Village
9102,1.0,,0,3100,,160 Bleecker Street #3EE,Greenwich Village
9103,2.0,3.0,0,4450,,208 East 73rd Street #1R,Upper East Side
9104,1.0,2.0,0,2100,,522 West 161 #1,Washington Heights
9105,1.0,3.0,0,2900,,235 West 146th Street #A15,Central Harlem
9106,1.0,3.0,0,2900,,63 East 125th Street #2D,Central Harlem
9107,1.0,1.0,0,3150,,211 West 56th Street #8A,Midtown
9108,1.0,1.0,0,3695,,211 West 56th Street #36M,Midtown
9109,1.0,1.0,0,2495,800,435 East 86th Street #GA,Yorkville
9110,2.0,4.0,0,8000,,350 West 18th Street #5B,Chelsea
9111,1.0,3.0,0,2750,,516 W 159th Street #17,Washington Heights
9112,1.0,1.0,0,1650,,57-63 Wadsworth Terrace #2A,Fort George
9113,1.5,,1,4400,,150 West 56th Street #3107,Midtown
9114,2.0,3.0,0,3100,2000,435 Greene Avenue #1,Bedford-Stuyvesant
9115,1.0,2.0,0,2300,1000,233 Decatur Street #4,Stuyvesant Heights
9116,1.0,,0,1995,350,320 West 20th Street #15,Chelsea
9117,1.0,2.0,0,4450,,93 MacDougal Street #7,Greenwich Village
9118,1.0,3.0,0,4934,1148,510 East 20th Street #1B,Stuyvesant Town/PCV
9119,2.0,3.0,0,3900,,390 2nd Street #12,Park Slope
9120,1.0,1.0,0,2700,,41 West 90th Street #1A,Upper West Side
9121,1.0,1.0,0,2650,,345 E 80th Street #3E,Yorkville
9122,1.0,2.0,0,2125,1077,97-30 57th Avenue #UNI18C,Corona
9123,1.0,2.0,0,2125,1037,96-10 57th Avenue #ROM10M,Corona
9124,1.0,1.0,0,1695,718,98-17 Horace Harding Expressway #SIN3H,Corona
9125,1.0,,0,1450,489,98-32 57th Avenue #BRS5N,Corona
9126,1.0,,0,1450,469,98-25 Horace Harding Expressway #MAN2A,Corona
9127,2.0,3.0,0,4995,,137 Avenue C #2B,East Village
9128,1.5,,0,3415,,410 West 53rd Street #117,Midtown West
9129,1.5,3.0,0,3200,,1340 Myrtle Avenue #1,Bushwick
9130,2.0,3.0,0,4995,,137 Avenue C #2B,East Village
9131,1.0,1.0,0,3800,736,515 E 72nd Street #4F,Upper East Side
9132,1.0,,0,1799,,454 W 45th Street #1F,Midtown West
9133,1.0,1.0,0,1600,,310 Lenox Rd. #11,Flatbush
9134,1.0,3.0,0,2800,,456 Saint Nicholas Avenue #1B,Central Harlem
9135,,1.0,1,4995,899,200 East 61st Street #33A,Lenox Hill
9136,2.0,3.0,0,2575,1000,461A Quincy Street #2,Stuyvesant Heights
9137,1.0,1.0,0,2000,900,226 4th Avenue #2,Gowanus
9138,,1.0,0,1000,,520 Audobon #5A,Fort George
9139,1.0,2.0,0,2650,,1380 Riverside Drive #3G,Hudson Heights
9140,1.0,2.0,0,4000,,46 1st Place #3RD,Carroll Gardens
9141,1.0,2.0,0,3600,900,398 8th Street #3R,Park Slope
9142,2.0,2.0,0,7400,,55 West 25th Street #17D,Chelsea
9143,1.0,1.0,0,3750,,560 West 43rd Street #39C,Midtown West
9144,1.0,2.0,0,1500,,3052 Third Avenue #4,Woodstock
9145,1.0,1.0,0,3495,,85 Barrow Street #2M,West Village
9146,1.0,1.0,0,2230,,546 Dekalb Avenue #9,Bedford-Stuyvesant
9147,1.0,1.5,0,2000,,373 Menahan #2R,Bushwick
9148,1.0,,1,4000,588,333 West 57th Street #3A,Midtown West
9149,1.0,3.0,0,1999,,1198 Bushwick Avenue #1,Bushwick
9150,,1.0,1,4200,708,123 Washington Street #35G,Financial District
9151,1.0,2.0,0,3850,,224 1st Avenue #3D,East Village
9152,1.0,,1,2800,,303 East 37th Street #1A,Murray Hill
9153,2.0,2.0,0,5950,1277,20 Pine Street #904,Financial District
9154,1.0,1.0,0,1900,,343 East 65th Street #3RW,Lenox Hill
9155,1.0,2.0,0,4500,,225 West 80th Street #9C,Upper West Side
9156,2.0,2.0,0,4000,,222 Jefferson Avenue #1,Bedford-Stuyvesant
9157,1.0,2.0,0,4500,,133 East 4th Street #5,East Village
9158,1.0,1.0,0,2175,,341 E 85th #13,Yorkville
9159,1.0,,0,2400,,208 West 23rd Street #912,Chelsea
9160,1.0,1.0,0,2550,,437 W 46th Street #1RW,Midtown West
9161,1.0,,0,2275,,130 East 37th Street #2N,Murray Hill
9162,1.0,1.0,0,3300,,250 South End Avenue #5A,Battery Park City
9163,1.0,3.0,0,3000,,854 Saint Johns Place #2,Crown Heights
9164,1.0,,1,3550,,166 East 63rd Street #10D,Lenox Hill
9165,2.0,3.0,0,3995,1356,69 East 130th Street #1C,Central Harlem
9166,2.0,2.0,0,3305,,11-15 Broadway #4J,Astoria
9167,1.0,3.0,0,2700,,733 Meeker Avenue #2,Greenpoint
9168,1.0,,0,2000,,91 West 119th Street #2,Central Harlem
9169,1.0,3.0,0,4995,940,865 United Nations Plz #5D,Turtle Bay
9170,1.0,2.0,0,5295,,585 West End Avenue #8D,Upper West Side
9171,3.0,3.0,0,13455,,400 E. 84th Street #2397,Yorkville
9172,1.5,1.0,0,4350,806,400 East 51st Street #4D,Beekman
9173,1.0,,0,1880,,121 E 90th Street #2A,Carnegie Hill
9174,1.0,3.0,0,2799,1000,1712 Palmetto Street #3L,Ridgewood
9175,1.0,3.0,0,3000,975,1712 Palmetto Street #1L,Ridgewood
9176,1.0,2.0,0,2500,,31-24 41st Street #2,Astoria
9177,1.0,2.0,0,2500,,21-24 41st Street #2,Astoria
9178,2.0,3.0,0,2750,1100,495 Rutland Road #3,Wingate
9179,,1.0,1,4000,600,142 East 16th Street #11F,Gramercy Park
9180,1.0,2.0,0,3050,,57 Kenmare Street #25,Nolita
9181,1.0,,0,1900,,515 East 82nd Street #1A,Yorkville
9182,1.0,1.0,0,2995,,110 Sullivan Street #3G,Soho
9183,1.0,,0,1450,,86-15 Ava Place #6D,Jamaica Estates
9184,1.0,1.0,0,1835,598,630 Lenox Avenue #5S,Central Harlem
9185,1.0,2.0,0,2850,,57 Clifton Place #8,Clinton Hill
9186,1.0,1.0,0,3525,,151 West 72nd Street #3B,Upper West Side
9187,2.0,2.0,0,6400,1190,350 West 43rd Street #42D,Midtown West
9188,1.0,,0,2423,,336 Flatbush Avenue Extension #30E,Downtown Brooklyn
9189,1.0,2.0,0,2500,900,333 East 83rd Street #5W,Yorkville
9190,1.0,2.0,0,6350,,254 Elizabeth Street #2R,Nolita
9191,1.0,,0,2650,,222 West 15th Street #7D,Chelsea
9192,1.0,3.0,0,2658,,183 Tompkins #3B,Bedford-Stuyvesant
9193,2.0,2.0,0,6800,1369,245 East 58th Street #26D,Midtown East
9194,1.0,,0,3250,,43 West 16th Street #5G,Flatiron
9195,1.0,2.0,0,3500,,492 Humboldt Street #2,Greenpoint
9196,1.0,3.0,0,3995,,331 Lexington Avenue #5E,Murray Hill
9197,1.0,1.0,0,4100,862,171 East 84th Street #24A,Upper East Side
9198,1.0,3.0,0,5500,,307 Mott Street #1C,Noho
9199,1.0,,1,9500,,215 East 64th Street #PH1,Lenox Hill
9200,1.0,1.0,0,2100,,425 East 63rd Street #E7K,Lenox Hill
9201,1.0,1.0,0,2799,614,383 Carlton Avenue #4S,Fort Greene
9202,1.0,1.0,0,2600,,202 S. 2nd Street #8,Williamsburg
9203,1.0,1.0,0,2800,,75 East 3rd Street #B4,East Village
9204,1.0,1.0,0,2600,,435 East 6th Street #3R,East Village
9205,1.0,2.0,0,3350,,304 East 62nd Street #18,Lenox Hill
9206,1.0,1.0,0,1550,,1293 East 5th #3,Ocean Parkway
9207,1.0,1.0,0,2600,614,4-74 48th Avenue #3W,Long Island City
9208,1.0,1.0,0,1900,,109 Luquer Street #C4,Carroll Gardens
9209,1.0,2.0,0,4499,841,505 West 47th Street #4DN,Midtown West
9210,,1.0,1,8400,904,135 West 52nd Street #10D,Midtown
9211,1.0,1.0,0,3290,670,555 West 23rd Street #S6G,West Chelsea
9212,2.0,2.0,0,5195,,301 Elizabeth Street #1021,Noho
9213,1.0,1.5,0,2700,1000,82 Powers Street #3R,Williamsburg
9214,1.0,2.0,0,2095,800,150 Haven Avenue #19,Washington Heights
9215,1.0,1.0,0,1875,625,2600 Netherland Avenue #923,Spuyten Duyvil
9216,1.0,1.0,0,2100,870,2600 Netherland Avenue #1916,Spuyten Duyvil
9217,1.0,1.0,0,1900,730,2600 Netherland Avenue #1924,Spuyten Duyvil
9218,2.5,3.0,0,4100,1725,2600 Netherland Avenue #620,Spuyten Duyvil
9219,1.0,2.0,0,1950,,535 East 21st Street #2,Ditmas Park
9220,1.0,1.0,0,1750,,79 Brighton 11th Street #5H,Brighton Beach
9221,,2.0,0,2495,,170 East 106th Street #3F,East Harlem
9222,1.0,2.0,0,2249,,6939 Yellowstone Boulevard #107,Forest Hills
9223,1.0,1.0,0,1300,,1 East 213th Street #27,Norwood
9224,1.0,1.0,0,1950,,62 Clermont Avenue #503,Fort Greene
9225,2.0,3.0,0,3000,,33-37 13th Street ,Long Island City
9226,1.0,2.0,0,1850,,4219 18th Avenue #C1,Kensington
9227,2.0,2.0,0,6400,1190,350 West 43rd Street #42D,Midtown West
9228,1.0,,1,4100,,64 West 82nd Street #1R,Upper West Side
9229,1.0,,0,3625,636,145 Fourth Avenue #6J,East Village
9230,1.0,,0,2460,,267 Pacific Street #204,Cobble Hill
9231,1.0,,0,1800,,175 East 90th Street #C2,Carnegie Hill
9232,1.0,3.0,0,4200,,164 Court Street #2,Cobble Hill
9233,2.0,5.0,0,4795,,236 West 135th Street #5,Central Harlem
9234,1.0,,1,2750,,1464 1st Avenue #3F,Upper East Side
9235,,1.0,1,4900,800,459 Hudson #3A,West Village
9236,,1.0,0,2150,,357 West 54th Street #12,Midtown West
9237,1.0,1.0,0,3100,700,74 Garfield Place #3L,Park Slope
9238,1.0,1.0,0,2490,700,117 Kingsland Avenue #2C,Greenpoint
9239,1.0,4.0,0,3400,,30-87 41st Street #2,Astoria
9240,2.5,2.0,0,7500,1286,60 Riverside Boulevard #729,Lincoln Square
9241,2.0,1.5,0,3750,,101 Bedford Avenue #D607,Williamsburg
9242,1.0,4.0,0,3400,,30-87 41st Street #2,Astoria
9243,1.0,,0,2705,522,505 W. 54th Street #1210,Midtown West
9244,1.0,,0,2570,505,111 Lawrence Street #43C,Downtown Brooklyn
9245,1.0,3.0,0,1800,,1740 Wallace Avenue #3,Van Nest
9246,1.0,4.0,0,2475,,57 Avenue O #A3,Bensonhurst
9247,2.0,3.0,0,4050,1236,2727 Henry Hudson Pkwy #604,Spuyten Duyvil
9248,2.5,3.0,0,17500,2230,39 Vestry Street #2A,Tribeca
9249,1.0,1.0,0,4320,973,303 E 83rd Street #22A,Yorkville
9250,2.0,2.0,0,5935,1290,431 W 37th Street #6G,Midtown West
9251,2.0,2.0,0,7060,1230,140 Riverside Boulevard #2104,Lincoln Square
9252,2.0,2.0,0,5640,1097,305 West 50th Street #23B,Midtown West
9253,1.0,1.0,0,1900,,30-88 23rd Street #2F,Astoria
9254,1.0,1.0,0,2750,700,125 Bedford Avenue #2R,Williamsburg
9255,1.0,1.0,0,3500,710,350 West 42nd Street #16K,Midtown West
9256,1.0,1.0,0,4100,,15 West 72nd Street #16K,Upper West Side
9257,1.0,,1,3499,,45 Tudor City Place #915,Turtle Bay
9258,1.0,1.0,0,1800,652,2600 Netherland Avenue #307,Spuyten Duyvil
9259,1.0,1.0,0,2050,870,2600 Netherland Avenue #1616,Spuyten Duyvil
9260,1.0,1.0,0,1950,,854 West 180th Street #5H,Hudson Heights
9261,1.0,3.0,0,2800,,643 West 171st Street #22,Washington Heights
9262,2.0,2.0,0,5195,,301 Elizabeth Street #1021,Noho
9263,1.0,2.0,0,4500,920,348 West 38th Street #11E,Midtown West
9264,1.0,1.0,0,5095,850,4 Jane Street #B,West Village
9265,1.0,2.0,0,3500,,48 Henry Street #2,Brooklyn Heights
9266,1.0,2.0,0,2650,,429 Lincoln Place #3D,Crown Heights
9267,2.0,2.0,0,2800,,429 Lincoln Place #1C,Crown Heights
9268,2.0,2.0,0,5168,,25 Broad Street #21K,Financial District
9269,1.0,1.0,0,2895,,12 West 68th Street #4A,Lincoln Square
9270,1.0,2.0,0,2050,,124 Jefferson Avenue #3F,Bedford-Stuyvesant
9271,1.0,2.0,0,4500,1300,460 West 51st Street #1,Midtown West
9272,1.0,1.0,0,3495,,400 East 66th Street #9E,Lenox Hill
9273,1.0,1.0,0,2000,1100,148 Wilson Avenue #3L,Bushwick
9274,1.0,1.5,0,2100,725,675 Union Street #3L,Park Slope
9275,1.0,2.0,0,2100,,28-41 46th Street #3,Astoria
9276,1.0,3.0,0,2550,,501 West 134th Street #41,West Harlem
9277,3.0,3.0,0,12923,,222 East 34th Street #2403,Kips Bay
9278,1.0,1.0,0,4050,,222 East 34th Street #1109,Kips Bay
9279,1.0,2.0,0,2800,1000,72 Sutton Street #4R,Greenpoint
9280,2.0,1.0,0,6000,1118,420 West 25th Street #1C,West Chelsea
9281,1.0,1.0,0,1850,,645 Ocean Avenue #C6,Flatbush
9282,1.0,1.0,0,3300,,344 East 85th Street #4J,Yorkville
9283,2.0,1.0,0,2577,,83-30 Kew Gardens Rd #2F,Kew Gardens
9284,2.0,3.0,0,3200,,210 Stratford Road #2,Ditmas Park
9285,1.0,,1,3200,,150 West 51st Street #906,Midtown West
9286,1.0,1.0,0,1925,,1908 3rd Avenue #1RR2,East Harlem
9287,1.0,1.0,0,2850,432,112 West 72nd Street #11D,Lincoln Square
9288,1.0,2.0,0,2000,1000,1448 Pacific Street #4R,Crown Heights
9289,1.0,1.0,0,2995,,207 East 14th Street #1A,Gramercy Park
9290,1.0,3.0,0,2200,900,17-01 Himrod Street #3R,Ridgewood
9291,1.0,1.0,0,3650,,123 East 54th Street #7A,Midtown
9292,1.0,2.0,0,4095,,295 Park Avenue South #15K,Gramercy Park
9293,1.0,2.0,0,3695,,214 East 24th Street #PHF,Kips Bay
9294,1.0,,0,3295,,50 Prince Street #4G,Nolita
9295,1.0,2.0,0,2725,,124 MacDougal Street #4,Greenwich Village
9296,1.0,,1,5495,,29 Perry Street #3F,West Village
9297,2.0,2.0,0,3450,1100,245 East 124th Street #3U,East Harlem
9298,1.0,,0,3295,,50 Prince Street #4G,Nolita
9299,1.0,2.0,0,2725,,124 MacDougal Street #4,Greenwich Village
9300,3.0,4.0,0,3000,,35 Tennis Court #C,Prospect Park South
9301,1.0,1.0,0,2750,,124 MacDougal Street #8,Greenwich Village
9302,1.0,1.0,0,1475,,210 W.262 #4J,Riverdale
9303,1.0,1.0,0,5195,,31 Union Square West #7F,Flatiron
9304,2.0,4.0,0,4500,1000,820 Tenth Avenue #4,Midtown West
9305,1.0,1.0,0,2795,,11 Maiden Lane #3C,Financial District
9306,1.0,2.0,0,2600,900,333 East 83rd Street #2E,Yorkville
9307,1.0,2.0,0,2650,800,815 W 180th Street #41,Hudson Heights
9308,1.0,1.0,0,3850,,222 West 15th Street #2F,Chelsea
9309,1.0,2.0,0,2550,,208 E 82nd Street #34,Yorkville
9310,2.0,2.0,0,5295,,310 Greenwich Street #7N,Tribeca
9311,1.0,2.0,0,3116,700,53 Broadway #612,Williamsburg
9312,1.0,3.0,0,2400,1100,51-33 47th Street #2,Elmhurst
9313,1.0,,0,2825,542,200 Rector Place #8R,Battery Park City
9314,2.5,3.0,0,8795,,424 West End Avenue #9010,Upper West Side
9315,1.0,1.0,0,4950,,1 Bank Street #5N,West Village
9316,1.0,3.0,0,3500,1200,34 South 4th Street #D3,Williamsburg
9317,2.0,1.0,0,5200,1200,41 East 28th Street #7C,NoMad
9318,1.0,1.0,0,1600,,1885 Amsterdam Avenue #4C,Hamilton Heights
9319,1.0,2.0,0,1600,,2045 73rd Street #2R,Bensonhurst
9320,1.5,3.0,0,4200,1100,93 Adelphi Street #2,Fort Greene
9321,1.0,3.0,0,4500,1100,93 Adelphi Street #3,Fort Greene
9322,,0.0,1,2850,520,350 W 42nd Street #14I,Midtown West
9323,1.0,3.0,0,2900,800,128 Boerum Street #4,Williamsburg
9324,2.0,2.0,0,5295,,95 Worth Street #1504,Civic Center
9325,1.0,1.0,0,3630,760,142 North 6th Street #1251A,Williamsburg
9326,1.0,2.0,0,2100,650,45-14 48th Avenue #2F,Sunnyside
9327,1.0,2.0,0,1875,,672 Ocean Avenue #C8,Prospect Park South
9328,1.0,1.0,0,2100,,28-34 38th Street Apt 3F Astoria NY #3F,Astoria
9329,1.0,2.0,0,4250,,67 Wall Street #21A,Financial District
9330,1.0,2.0,0,1700,,345 48th Street #3,Sunset Park
9331,1.0,2.0,0,2300,800,141 Montrose Avenue #4R,Williamsburg
9332,1.0,,0,2550,,27 East 13th Street #5C,Greenwich Village
9333,1.0,2.0,0,3400,,37-10 31st Avenue PENTHOUSE,Astoria
9334,1.0,1.0,0,1950,,815 West 180th Street #2,Hudson Heights
9335,2.0,4.0,0,2499,,608 E 34th Street #1,Northeast Flatbush
9336,1.0,1.0,0,4950,,16 East 84th Street #2A,Upper East Side
9337,1.0,1.0,0,2250,,285 Ft. Washington Avenue #4,Washington Heights
9338,2.0,2.0,0,4450,,175 East 96th Street #4E,Carnegie Hill
9339,1.0,1.0,0,4525,,312 Eleventh Avenue #33G,West Chelsea
9340,,1.0,0,2999,950,85.5 Summit #3,Columbia St Waterfront District
9341,2.0,2.0,0,2405,,482 Franklin Avenue #8I,Bedford-Stuyvesant
9342,1.0,2.0,0,2000,1000,64-05 102nd Street 3RD-FLOOR,Forest Hills
9343,1.0,1.0,0,1700,,25-65 12th Street #1A,Astoria
9344,2.0,2.0,0,4500,,225 E 84th Street #1A,Yorkville
