,bath,bed,furnished,price,size,street,where
399,1.0,2.0,0,2200,690,1207 Nostrand Avenue #2R,Prospect Lefferts Gardens
400,1.0,1.0,0,1725,,1829 Caton Avenue #4D,Prospect Park South
401,1.0,4.0,0,2995,,181 Tompkins Avenue #3,Bedford-Stuyvesant
402,1.0,1.0,0,3745,,25 Broad Street #6K,
403,1.5,3.0,0,3150,,259 Saint Nicholas Avenue #4L,Bushwick
404,1.0,,0,1899,,158 East 100th Street #3Z,East Harlem
405,1.0,1.0,0,3495,,345 West 20th Street #4,Chelsea
406,1.0,2.0,0,3700,,129 Hicks Street #3,Brooklyn Heights
407,1.0,1.0,0,3479,,240 East 39th Street #19A,Murray Hill
408,1.0,1.0,0,3395,,344 Third Avenue #10B,Kips Bay
409,1.0,2.0,0,2450,,3151 Broadway #ABC,Morningside Heights
410,1.0,2.0,0,2099,,260 Ocean Parkway #2J,Kensington
411,1.0,2.0,0,4000,,141 Joralemon #3B,Brooklyn Heights
412,1.0,2.0,0,2400,,1625 Putnam Avenue #1G,Bushwick
413,1.0,1.0,0,3650,716,120 Riverside Boulevard #9G,Lincoln Square
414,1.0,3.0,0,2800,1000,1144 Nostrand Avenue #2,Prospect Lefferts Gardens
415,1.0,3.0,0,2900,,1625 Putnam #5E,Bushwick
416,2.0,2.0,0,4300,,1133 Manhattan Avenue #S614,Greenpoint
417,1.0,1.0,0,4750,693,55 West 26th Street #30G,Chelsea
418,1.0,,0,2325,,814 Tenth Avenue #2A,Midtown West
419,,1.0,1,3100,730,346 East 119th Street #3B,East Harlem
420,1.0,3.0,0,2650,,1039 Pacific Street #3,Crown Heights
421,2.0,1.0,0,6500,,26 W 11th Street #G,Greenwich Village
422,1.0,3.0,0,4600,,127 Saint Marks Place #2,Park Slope
423,2.0,1.0,0,8750,1500,55 East 86th Street #PH17B,Carnegie Hill
424,1.0,1.0,0,4200,781,540 West 28th Street #6H,West Chelsea
425,1.0,2.0,0,3999,,823 Carroll Street #3,Park Slope
426,1.0,1.0,0,2000,,578 20th Street #2,Windsor Terrace
427,1.0,2.0,0,3300,1100,440 Greene Avenue #1,Bedford-Stuyvesant
428,1.0,1.0,0,3640,735,303 E 83rd Street #30D,Yorkville
429,1.0,1.0,0,3925,818,160 Riverside Boulevard #7P,Lincoln Square
430,1.0,,0,3070,600,160 Riverside Boulevard #20J,Lincoln Square
431,1.0,1.0,0,1575,,85-18 118th Street #1G,Kew Gardens
432,2.0,2.0,0,5100,,1133 Manhattan Avenue #PH709,Greenpoint
433,1.0,,0,1850,,153 E 43rd Street #3D,Turtle Bay
434,2.0,3.0,0,8447,1400,88 Leonard Street #1701,Tribeca
435,1.0,1.0,0,3300,,101 Bedford Avenue #D306,Williamsburg
436,1.0,1.0,0,5985,774,50 East 28th Street #16F,NoMad
437,1.0,,0,2000,,320 E 42nd Street #2203,Murray Hill
438,1.0,1.0,0,5250,,16 W 86th Street #4B,Upper West Side
439,1.0,1.0,0,3300,,1133 Manhattan Avenue #N431,Greenpoint
440,1.0,1.0,0,3000,,420 E 64th Street #E10J,Lenox Hill
441,1.0,1.0,0,2495,,340 W 49th Street #1RE,Midtown West
442,1.0,3.0,0,2900,,1625 Putnam Avenue #2E,Bushwick
443,2.0,2.0,0,4800,,22 Cheever Place #1,Cobble Hill
444,1.0,1.0,0,2400,,58 West 48th Street #4R,Midtown
445,1.0,0.0,0,2225,,1570 First Avenue #5H,Yorkville
446,1.0,3.0,0,3199,,23-69 28th Street #2R,Astoria
447,1.0,,1,4500,,252 E 77th Street #8,
448,1.0,1.0,0,3650,600,117 W 13th Street #66,Greenwich Village
449,1.0,1.0,0,3795,,150 E 44th Street #7D,Turtle Bay
450,2.0,3.0,0,3125,1150,98-30 67th Avenue #6F,Forest Hills
451,1.0,2.0,0,2700,,56 Saint Johns Place #3,Park Slope
452,1.0,2.0,0,2295,,894 Lafayette Avenue #2,Stuyvesant Heights
453,1.0,2.0,0,2700,,339 E 94th Street #2,Yorkville
454,,1.0,1,1450,699,98 Monroe #3,Bedford-Stuyvesant
455,2.0,3.0,0,2000,1144,612 Clarkson Avenue #1,Northeast Flatbush
456,1.0,2.0,0,1575,,2709 Clarendon Rd #B3,Flatbush
457,1.0,1.0,0,2495,,310 East 85th Street #2C,Yorkville
458,2.0,2.0,0,4695,,1133 Manhattan #N337,Greenpoint
459,2.0,2.0,0,8800,1096,301 West 57th Street #10D,Midtown West
460,1.0,1.0,0,4490,923,2 Northside Piers #17G,Williamsburg
461,2.0,2.0,0,6710,1100,1133 Manhattan Avenue #N722,Greenpoint
462,1.0,1.0,0,2300,,323-A E 89th Street #5W,Yorkville
463,1.0,1.0,0,2975,,2270 Frederick Douglass Boulevard #8H,Central Harlem
464,2.0,2.0,0,2300,800,770 Herkimer #1,Stuyvesant Heights
465,1.0,1.0,0,1725,,44-13 28th Avenue #2R,Astoria
466,1.0,,1,5500,,179 Grand #G7,
467,2.0,2.0,0,4325,,1133 Manhattan Avenue #N524,Greenpoint
468,1.0,1.0,0,2450,,257 Gold Street #5M,Downtown Brooklyn
469,1.0,1.0,0,2360,,801 Bergen Street #401,Crown Heights
470,1.5,3.0,0,3100,,259 Saint Nicholas Avenue #3L,Bushwick
471,1.0,1.0,0,2475,,257 Gold Street #11Y,Downtown Brooklyn
472,1.0,,1,2065,,257 Gold Street #4H,Downtown Brooklyn
473,1.0,3.0,0,2500,,630 Westminster Road #1,Ditmas Park
474,1.0,2.0,0,2050,,2484 Seventh Avenue #12,Central Harlem
475,1.0,1.0,0,2200,,261 14th Street #A1,Park Slope
476,1.0,,0,2287,,90 West Street #5A,Financial District
477,1.0,,0,3050,,301 Elizabeth Street #1113,Noho
478,4.5,4.0,0,18000,3160,5 West 86th Street #5AB,Upper West Side
479,1.0,1.0,0,1800,,45-15 25th Avenue #1,Astoria
480,1.0,1.0,0,2400,,109 Madison Street #20,Two Bridges
481,1.0,2.0,0,2400,,109 Madison Street #2,Two Bridges
482,1.0,1.0,0,1500,,199 Linden Boulevard #3C,Flatbush
483,1.0,,1,3850,,170 West 74th Street #1209,
484,1.0,,0,2400,,95 W 95th Street #7D,Upper West Side
485,1.0,1.0,0,1150,,144 Green Valley Rd #1,Huguenot
486,1.0,1.0,0,4295,,250 West 93rd Street #17D,Upper West Side
487,1.0,1.0,0,5825,,227 West 77th Street #20E,Upper West Side
488,2.0,2.0,0,9195,,227 West 77th Street #14J,Upper West Side
489,1.0,,0,3300,,70 Pine Street #726,Financial District
490,1.0,1.0,0,4600,,24 Fifth Avenue #1124,Greenwich Village
491,1.0,1.0,0,5195,,450 West 17th Street #1115,West Chelsea
492,1.0,,0,3283,,70 Pine Street 1024-+-TERRA,Financial District
493,1.0,,0,3154,,70 Pine Street 1022-+-TERRA,Financial District
494,1.0,,0,1450,489,98-40 57th Avenue #WEL15N,Corona
495,1.0,,0,1395,489,98-40 57th Avenue #WEL8N,Corona
496,1.0,,1,3250,,170 West 74th Street #1211,
497,1.0,1.0,0,1795,500,267 Edgecombe Avenue #N4,Hamilton Heights
498,1.0,3.0,0,2395,1100,196 Bradhurst Avenue #3BED,Central Harlem
499,1.0,2.0,0,3650,,86 E 4th Street #14,East Village
500,1.0,1.0,0,3300,726,40 N 4th Street #7PHF,Williamsburg
501,2.0,2.0,0,4400,,40 N 4th Street #C6,Williamsburg
502,1.0,1.0,0,1680,,92-16 Whitney Avenue #409,Elmhurst
503,1.0,,1,4250,,170 West 74th Street #1104,
504,1.0,1.0,0,4675,,312 Eleventh Avenue #25G,West Chelsea
505,1.0,3.0,0,4500,,17 Devoe Street #301,Williamsburg
506,1.0,1.0,0,3450,,371 Madison Street #210,Lower East Side
507,1.0,1.0,0,2300,,153 Guernsey Street #2R,Greenpoint
508,2.0,2.0,0,3595,,577 2nd Avenue #64,Kips Bay
509,1.0,1.0,0,3095,513,752 West End Avenue #23K,
510,3.0,3.0,0,12500,,205 East 59th Street #2108,Lenox Hill
511,1.0,2.0,0,3800,,212 East 30th #3,Kips Bay
512,1.0,1.0,0,2695,,78 Manhattan Avenue #4F,Manhattan Valley
513,1.0,1.0,0,3500,748,120 Riverside Boulevard #9A,Lincoln Square
514,1.0,2.0,0,2400,950,1521 Brightwater Avenue #3H,Brighton Beach
515,2.0,3.0,0,2700,,49-02 30th Avenue #2,Woodside
516,3.0,3.0,0,13495,2084,752 West End Avenue #11D,
517,1.0,,1,7000,,444 Broome Street #4E,
518,1.0,,0,2525,,80 Dekalb Avenue #27Q,Fort Greene
519,1.0,3.0,0,2250,1000,1311 Herkimer Street #B,Ocean Hill
520,1.0,,0,1295,,40-14 62nd Street #3G,Woodside
521,1.0,2.0,0,2950,,383 Clinton Street #2D,Carroll Gardens
522,1.0,1.0,0,1800,,468 West 153rd Street #3A,Hamilton Heights
523,2.5,2.0,0,7995,1568,752 West End Avenue #9B,
524,,1.0,0,1300,,5605 43rd Avenue #2,Woodside
525,1.0,,1,3600,,178 Mulberry Street #7,
526,1.0,,1,2850,,178 Mulberry Street #2,
527,1.0,2.0,0,1600,,3224 Grand Concourse #B31,Bedford Park
528,1.0,,1,4900,,298 Mulberry Street #R5,Noho
529,1.5,1.0,0,3600,800,235 East 40th Street #5B,Murray Hill
530,1.0,,0,1500,,35 Linden Boulevard #3F,Flatbush
531,1.0,2.0,0,1695,,164 Sherman #45,Inwood
532,1.0,1.0,0,2500,,7 West 92nd Street #4A,Upper West Side
533,1.0,2.0,0,2895,1100,417 West 120 #5B,Morningside Heights
534,1.0,3.0,0,2899,,306 Evergreen #2L,Bushwick
535,1.0,,1,4500,,179 Grand Street #F2,
536,2.0,2.0,0,2500,,3660 Oxford Avenue #4G,Spuyten Duyvil
537,1.0,2.0,0,2200,875,31-22 74th Street #2,East Elmhurst
538,1.0,1.0,0,1650,,8215 4th Avenue #2,Bay Ridge
539,1.0,2.0,0,2200,800,26-12 12th Street #2,Gowanus
540,1.0,1.0,0,3100,775,129 W 89th #67,
541,1.0,1.0,0,3600,630,350 West 43rd Street #7G,Midtown West
542,1.0,1.0,0,1600,600,415 76th Street #2F,Bay Ridge
543,1.0,1.0,0,2390,,5-37 51st Avenue #2F,Hunters Point
544,1.0,1.0,0,3150,625,300 Rector Place #3I,Battery Park City
545,1.0,,0,2750,,214 East 11th Street #2C,East Village
546,1.0,,0,3650,698,15 William Street #9D,Financial District
547,1.0,2.0,0,3700,800,592 Ninth Avenue #2,Midtown West
548,1.0,2.0,0,2200,,1885 Amsterdam Avenue #3A,Hamilton Heights
549,1.0,,0,1850,,314 E 80th Street #3A,Yorkville
550,2.0,4.0,0,3050,,9-18 34th Avenue #3,Long Island City
551,1.0,2.0,0,2100,,3702 31st Avenue #3,Astoria
552,1.0,1.0,0,2395,,218 First Avenue #3B,East Village
553,1.0,2.0,0,3495,,24 W 88th Street #2,Upper West Side
554,1.0,0.0,0,2525,,235 East 46th Street #1A,Turtle Bay
555,1.0,1.0,0,2700,,111 MacDougal Street #10,Greenwich Village
556,1.0,2.5,0,1950,,68 Macdougal #3A,Stuyvesant Heights
557,1.0,2.0,0,1995,,181 Clarkson Avenue #B3,Prospect Lefferts Gardens
558,1.0,2.0,0,1750,,37-19 62nd Street #2,Woodside
559,1.0,1.0,0,1500,,55 E. 210th Street #4A,Norwood
560,1.0,2.0,0,3375,,17 Devoe Street #302,Williamsburg
561,2.5,1.0,0,5800,1795,88 South 1st Street #1A,Williamsburg
562,1.0,1.0,0,3350,,885 Tenth Avenue #2D,Midtown West
563,1.0,2.0,0,3593,,91 Christopher Street #21,West Village
564,1.0,1.0,0,3300,,609 Saint John Place #1A,Crown Heights
565,1.0,1.0,0,2225,,309 West 109th Street #6I,Upper West Side
566,1.0,2.0,0,3500,,236 East 33rd Street #B,Kips Bay
567,1.0,1.0,0,3100,,65 West 55 #5B,Midtown
568,1.0,2.0,0,1850,,3507 Fort Independence Street #5H,Kingsbridge Heights
569,1.0,1.0,0,1450,,3507 Fort Independence Street #6F,Kingsbridge Heights
570,2.0,2.0,0,8000,,254 East 68th Street #23B,Lenox Hill
571,1.0,2.0,0,1895,,611 Woodward Avenue #3L,Ridgewood
572,1.0,2.0,0,2150,,827 Monroe Street #4B,Stuyvesant Heights
573,1.0,2.0,0,2350,,30-80 31st Street #GROUND,Astoria
574,,1.0,1,4700,850,210 West 19th Street #4D,Chelsea
575,1.0,2.0,0,2995,,309 W 139th Street #2,Central Harlem
576,2.0,3.0,0,5650,,236 East 33rd Street #CD,
577,1.0,2.5,0,2250,900,1450 Dean Street #3,Crown Heights
578,1.0,1.0,0,1635,,22-62 35th Street #FIRST,Astoria
579,1.0,1.0,0,3325,,1133 Manhattan Avenue #531,Greenpoint
580,1.0,,0,3350,,30 Christopher Street #7G,West Village
581,1.0,2.0,0,2430,,673 Halsey #2C,Stuyvesant Heights
582,,1.0,1,5200,802,123 Washington Street #46A,Financial District
583,3.5,3.0,0,24500,2354,10 Madison Square West #5G,Flatiron
584,1.0,1.0,0,3700,850,113 West 77th Street #4,Upper West Side
585,1.5,2.0,0,3750,,234 E 33rd Street #A,Kips Bay
586,1.0,2.0,0,3600,800,21 Judge Street #1C,East Williamsburg
587,2.0,2.0,0,4900,1062,10 Waterside Plaza #100426,Kips Bay
588,1.0,1.0,0,3500,800,307 East 44th Street #1404,Turtle Bay
589,2.0,3.0,0,5250,1000,397 16th Street #2,Park Slope
590,1.0,2.0,0,4300,757,40 Waterside Plaza #400432,Kips Bay
591,1.0,1.0,0,3700,731,10 Waterside Plaza #100438,Kips Bay
592,1.0,1.0,0,3100,672,10 Waterside Plaza #30,Kips Bay
593,2.0,3.0,0,6600,1158,10 Waterside Plaza #100562,Kips Bay
594,1.5,3.0,0,5400,1030,40 Waterside Plaza #572,Kips Bay
595,1.0,2.0,0,4000,757,40 Waterside Plaza #400144,Kips Bay
596,2.0,2.0,0,4800,997,20 Waterside Plaza #200264,Kips Bay
597,2.0,3.0,0,4800,,182 Lexington Avenue #4,Midtown South
598,1.0,2.0,0,2200,,1883 Amsterdam Avenue #3A,Hamilton Heights
599,1.0,1.0,0,3000,850,251 Powers Street #3L,East Williamsburg
600,1.0,1.0,0,2950,,488 7th Avenue #APT4C,Midtown South
601,1.0,1.0,0,1500,,55 Overlook Terrace #1E,
602,1.0,1.0,0,1900,,350 Fort Washington #1E,Hudson Heights
603,1.0,1.5,0,2350,,15 Clifford Place #2R,Greenpoint
604,1.0,1.0,0,2400,,25-40 Shore Boulevard #Z5,Astoria
605,1.0,1.0,0,2800,,609 Saint Johns Place #2B,Crown Heights
606,1.0,,0,1650,,750 Washington Avenue #4RF,Prospect Heights
607,1.0,,1,2800,,65 East 54th Street #4F,Midtown
608,1.0,1.0,0,2550,,309 Grand Avenue #4C,Clinton Hill
609,1.0,,0,3249,,605 W 42nd Street #40B,Midtown West
610,1.0,1.0,0,4656,,605 W 42nd Street #47H,Midtown West
611,1.0,1.0,0,4393,,605 W 42nd Street #50E,Midtown West
612,1.0,2.0,0,6392,,605 W 42nd Street #53N,Midtown West
613,1.0,,0,3350,,605 W 42nd Street #33L,Midtown West
614,1.0,1.0,0,4950,,298 Mulberry Street #2M,Noho
615,3.0,2.0,0,4350,,5 W 75th Street #5A,Upper West Side
616,1.0,2.0,0,2700,1100,98-30 67th Avenue #5C,Forest Hills
617,1.0,1.0,0,3000,650,788 Columbus Avenue #17J,
618,3.0,2.0,0,4350,,5 W 75th Street #5A,Upper West Side
619,1.0,2.0,0,2350,,2156 Madison Avenue #8B,Central Harlem
620,1.0,1.0,0,1850,,2156 Madison Avenue #8H,
621,1.0,3.0,0,2799,,290 Nassau Avenue #2F,Greenpoint
622,1.0,1.0,0,1750,570,209 East 16th Street #B7,Prospect Park South
623,2.0,2.0,0,5950,,145 West 58th Street #9A,
624,3.0,3.0,0,3499,,69-39 Yellowstone Boulevard #504,Forest Hills
625,2.0,2.0,0,4150,912,516 West 47th Street #N3G,Midtown West
626,1.0,1.0,0,3100,,200 West 108th Street #16B,Manhattan Valley
627,1.0,1.0,0,2195,,6 West 90th Street #9,Upper West Side
628,1.0,1.0,0,2295,,222 East 111th Street #5C,East Harlem
629,1.5,1.0,0,4400,,245 East 63rd Street #501,Lenox Hill
630,1.0,2.0,0,2379,1700,1227 Broadway #2R,Bushwick
631,2.5,2.0,0,8695,1365,201 East 87th Street #17R,Yorkville
632,1.0,2.0,0,3500,,452 Fort Washington Avenue #41,Hudson Heights
633,1.0,2.0,0,3200,1100,452 Fort Washington Avenue #36,Hudson Heights
634,1.0,3.0,0,3650,950,230 West 113th Street #3A,Central Harlem
635,1.0,2.0,0,3415,725,412 West 36th Street #3B,Midtown West
636,1.0,,0,2500,,234 E 33rd Street #B,Kips Bay
637,1.0,2.0,0,2499,1000,41-38 67th Street #2F,Woodside
638,1.0,1.0,0,1650,,2351 Ocean Avenue #3,Madison
639,1.5,2.0,0,4900,,539 East 6th Street #PHC,
640,2.0,2.0,0,5325,,405 Main Street #5479,Roosevelt Island
641,2.0,2.0,0,4590,1132,343 Gold Street #2304,
642,1.5,1.0,0,2340,,657 Quincy Street #1B2,Stuyvesant Heights
643,1.0,1.0,0,2800,,234 E 33rd Street #1D,Kips Bay
644,1.0,3.0,0,4295,,410 E 13th Street #2A,East Village
645,1.0,,0,2150,,313 West 75th Street #4A,Upper West Side
646,1.0,1.0,0,1750,,1600 Caton Avenue #5K,Prospect Park South
647,1.0,3.0,0,2300,,148-09 Northern Boulevard #C,Murray Hill (Queens)
648,1.0,1.0,0,1999,,290 Nassau Avenue #3R,Greenpoint
649,1.0,,0,1195,,1745 East 12st #3H,Homecrest
650,1.0,2.0,0,3800,820,40 Waterside Plaza #40,Kips Bay
651,1.0,1.0,0,3600,691,20 Waterside Plaza #200044,Kips Bay
652,2.0,3.0,0,6200,1194,20 Waterside Plaza #726,Kips Bay
653,1.0,1.0,0,2945,667,343 Gold Street #3213,Brooklyn
654,1.0,,0,1350,,791 Sterling Place #3J,Crown Heights
655,1.5,3.0,0,3995,,156 Adelphi Street #12,Fort Greene
656,1.0,3.0,0,2300,,164 Sumpter Street #3B,Stuyvesant Heights
657,1.0,1.0,0,1600,350,2164 Caton Avenue #4A,Flatbush
658,2.0,2.0,0,3288,,97 Grand Avenue #5A,Clinton Hill
659,1.0,2.0,0,5295,,80 North Moore Street #8H,Tribeca
660,1.0,3.0,0,3800,,165 East 35th Street #15F,Murray Hill
661,1.0,,0,1350,350,2164 Caton Avenue #4E,Flatbush
662,1.0,3.0,0,2700,1100,465 Ocean Avenue #2A,Flatbush
663,1.5,2.0,0,2350,,787 Sterling Place #4I,Crown Heights
664,1.0,2.0,0,2700,,370 W 52nd Street #2MN,Midtown West
665,1.0,1.0,0,3195,,154 East 29th Street #605,Kips Bay
666,1.0,,0,2450,515,343 Gold Street #712,Brooklyn
667,1.0,2.0,0,3640,,230 East 44th Street #14A,Turtle Bay
668,1.0,4.0,0,5330,,230 East 44th Street #14C,Turtle Bay
669,2.0,5.0,0,6500,,230 East 44th Street #14D,Turtle Bay
670,1.0,2.0,0,2100,900,622 Ocean Parkway #D,Kensington
671,1.0,1.0,0,3800,,54 Barrow Street #2F,West Village
672,1.0,,0,1600,,166 West 129th Street #68,Central Harlem
673,1.0,1.0,0,4350,704,123 Washington Street #42E,Financial District
674,1.0,1.0,0,2800,,234 E 33rd #3D,Kips Bay
675,1.0,1.0,0,3150,600,126 E 27th #1F,NoMad
676,1.0,2.0,0,2000,,25-46 35th Street #3R,Astoria
677,1.0,2.0,0,2300,,836 Dekalb Avenue #2E,Brooklyn
678,1.0,2.0,0,2000,,25-46 35th Street #2R,Astoria
679,2.0,3.0,0,2700,,49-02 30th Avenue #1,Woodside
680,1.0,,0,2995,,301 E 47 #2N,
681,1.0,1.0,0,2350,,120 East 82nd Street #3,Upper East Side
682,1.0,,0,2000,,120 East 82nd Street #1A,Upper East Side
683,1.0,1.0,0,3200,723,418 Central Park West #3,Manhattan Valley
684,1.0,1.5,0,3299,,114 West 74th Street #B,Upper West Side
685,1.0,1.0,0,2200,,27-34 21st Street #3D,Astoria
686,1.0,,0,2530,,210 West 70th Street #710,Lincoln Square
687,1.0,1.0,0,2800,,873 Union Street #4,Park Slope
688,4.0,3.0,0,20250,,985 Fifth Avenue #6B,Upper East Side
689,1.0,,0,2403,400,227 East 11th #1C,East Village
690,2.0,2.0,0,3700,,23-35 31 Drive #5B,Astoria
691,1.0,3.0,0,3199,900,383 South 3rd Street #22,Williamsburg
692,2.0,4.0,0,9500,,365 First Avenue #2B,Gramercy Park
693,1.0,2.0,0,2799,,152 South 2nd Street #1,
694,1.5,2.0,0,1800,,2400 Nostrand #6K,Midwood
695,2.0,3.0,0,3450,,155 Meserole Street #1A,Williamsburg
696,3.0,3.0,0,17000,1972,203 East 13th Street #PH4CD,East Village
697,1.0,3.0,0,2399,,248 Stockholm Street #2F,
698,1.0,2.0,0,2595,,37 Allen Street #3B,
699,1.0,2.0,0,2625,,785 Dekalb Avenue #206,Bedford-Stuyvesant
700,2.0,2.0,0,4887,,360 East 65th Street #12B,Lenox Hill
701,2.0,2.0,0,2650,,855 Ocean Avenue #B1,Ditmas Park
702,1.0,2.0,0,2625,,785 Dekalb Avenue #206,Bedford-Stuyvesant
703,1.0,,0,2450,,515 East 5th Street #6,
704,1.0,3.0,0,2999,1100,109 Broadway #1B,
705,,2.0,0,3250,850,182 North 10th #3,Williamsburg
706,1.0,,0,1850,,105 East 10th Street #2,
707,1.0,2.0,0,2895,,328 East 66th Street #27,Lenox Hill
708,1.0,1.0,0,3205,582,15 Cliff Street #2D,Fulton/Seaport
709,1.0,3.0,0,2600,,520 W 139th Street #51,Hamilton Heights
710,1.0,2.0,0,2050,,2484 7th Avenue #12,Central Harlem
711,2.0,2.0,0,3600,,1481 York Avenue #4F,Upper East Side
712,2.0,2.0,0,3695,,1481 York Avenue #3F,Upper East Side
713,2.0,4.0,0,6995,,164 E 61st Street #4BA,Lenox Hill
714,1.0,2.0,0,2500,,369 Saint Johns #3B,Prospect Heights
715,1.0,1.0,0,3225,,4705 Center Boulevard #708,Hunters Point
716,2.0,3.0,0,7295,,164 E 61st Street #2AB,Lenox Hill
717,2.5,3.0,0,15250,2000,165 E 71st Street #DUPLEX,Lenox Hill
718,1.0,2.0,0,2450,,1571 Lexington Avenue #31,
719,1.0,1.0,0,2895,,166 Elizabeth Street #2D,
720,1.0,2.0,0,3300,900,35 Conselyea #2F,Williamsburg
721,1.0,1.5,0,3999,,324 West 77th Street #2,Upper West Side
722,,2.0,1,6875,1220,330 East 75th Street #8B,Upper East Side
723,1.0,,0,1299,,2177 3rd Avenue #5B,
724,1.0,2.0,0,2500,1000,844 Saint Nicholas Avenue #2,
725,1.5,1.0,0,3850,,110 9th Avenue #1A,Chelsea
726,1.0,2.0,0,2450,,43-17 48th Street #5P,Sunnyside
727,1.0,1.0,0,2100,550,59 W 76th Street #3D,Upper West Side
728,1.0,1.0,0,3695,,505 W 37th Street #22B,Midtown West
729,2.0,2.0,0,4000,,222 Jefferson Avenue #1,Bedford-Stuyvesant
730,1.0,3.0,0,2650,,684 Central Avenue #1A,Bushwick
731,1.0,1.0,0,2300,,54 Eldridge Street #C6,Chinatown
732,2.0,2.0,0,5500,2500,110-48 72nd Rd #1,Forest Hills
733,1.0,2.0,0,2050,,663 Central Avenue #1,Bushwick
734,2.0,3.0,0,3450,1200,110-48 72nd Rd #3,Forest Hills
735,2.0,4.0,0,3600,,561 West 143rd Street #44,Hamilton Heights
736,2.0,4.0,0,3700,,540 West 136th Street #25,Hamilton Heights
737,1.0,2.0,0,2495,,112 Manhattan Avenue #3B,Williamsburg
738,1.0,1.0,0,2495,,1413 York Avenue #7,Upper East Side
739,1.0,2.0,0,4500,,350 West 18th Street #6F,Chelsea
740,2.0,4.0,0,8200,,350 West 18th Street #3B,Chelsea
741,1.0,2.0,0,2900,,674 Park Place #1,Crown Heights
742,1.0,1.5,0,3100,833,708 Lorimer Street #3L,Williamsburg
743,,1.0,0,4400,850,330 West 58th Street #16K,Midtown West
744,1.0,1.0,0,1650,,76-66 Austin Street ,Forest Hills
745,1.0,1.0,0,2600,500,39-16 Prince Street ,Flushing
746,,3.0,1,13995,1800,28 Hubert Street #6FLR,Tribeca
747,1.5,2.0,0,2600,,45-49 47th Street ,Sunnyside
748,1.0,1.0,0,3200,600,235 East 40th Street #33E,Murray Hill
749,2.5,2.0,0,13500,,1 Central Park West #37E,Lincoln Square
750,2.0,1.0,0,3800,850,145 East 48th Street #30C,Turtle Bay
751,1.0,1.0,0,3450,,2373 Broadway #705,Upper West Side
752,1.0,1.5,0,1500,,1923 Greene Avenue #1L,Ridgewood
753,1.0,,0,2300,529,11-25 45th Avenue #4I,Hunters Point
754,1.0,1.0,0,2950,,112 Hoyt Street #1,Boerum Hill
755,1.0,1.0,0,1736,,320 Sterling Street #2GW,Prospect Lefferts Gardens
756,2.5,2.0,0,13750,1342,99 Battery Place #16D,Battery Park City
757,1.0,1.0,0,3999,832,15 William Street #33C,Financial District
758,2.0,3.0,0,3499,1200,73 Malcolm X Boulevard #2,Bedford-Stuyvesant
759,1.0,1.0,0,3063,726,315 Avenue C #0MC,Stuyvesant Town/PCV
760,1.0,1.0,0,3864,773,272 First Avenue #10G,Stuyvesant Town/PCV
761,1.0,1.0,0,3390,944,420 East 23rd Street #8H,Stuyvesant Town/PCV
762,1.0,1.0,0,4595,704,309 5th Avenue #14B,Midtown South
763,1.0,2.0,0,2200,,408 West 130th Street #31A,West Harlem
764,1.0,1.0,0,1685,,408 West 130th Street #45,
765,1.0,,0,2795,,340 E 34th Street #15G,Kips Bay
766,1.0,,0,2825,,505 W 37th Street #24F,Midtown West
767,1.0,1.0,0,2550,,319 West 116th Street #4B,Central Harlem
768,1.0,1.0,0,3100,,7 W 75th Street #3A,Upper West Side
769,1.0,3.0,0,3995,1100,201 West 107th Street #9,Manhattan Valley
770,1.0,2.0,0,5000,,35 Jane Street #F,West Village
771,1.0,1.0,0,3695,,400 East 58th Street #2G,Sutton Place
772,1.0,,0,3895,,138 East 12th Street #8K,East Village
773,1.0,1.0,0,3300,,40 East 98th Street #4F,Carnegie Hill
774,1.0,,0,1525,508,845 43rd Street #3A,Sunset Park
775,1.0,,0,2940,,45 Wall Street #1218,Financial District
776,1.0,1.0,0,3050,,4720 Center Boulevard #1008,Hunters Point
777,1.0,1.0,0,2600,,30-63 32nd Street #2200,Astoria
778,2.0,2.0,0,5500,,114 Ridge Street #34C,Lower East Side
779,1.0,3.0,0,2200,,304 West 151st Street #19,Central Harlem
780,1.0,2.0,0,2300,,561 Morgan Avenue #3,Greenpoint
781,1.5,2.0,0,3790,,160 West 76th Street #4A,Upper West Side
782,1.0,1.0,0,3450,,70 West 87STREET #A,
783,1.0,1.0,0,3400,,63 West 73rd Street #2A,Upper West Side
784,1.5,1.0,0,6800,1115,721 Fifth Avenue #33E,Midtown
785,1.0,2.0,0,5100,790,301 West 53rd Street #14D,Midtown West
786,1.5,,0,2660,,36 West 73rd Street #1,
787,1.5,,0,2490,,200 West 85th Street #1A,
788,1.0,,0,2325,,814 10th Avenue #2A,Midtown West
789,1.0,3.0,0,2200,725,197 Winthrop Street #2,Prospect Lefferts Gardens
790,1.0,,0,2600,,30 East 22nd Street #3B,Flatiron
791,1.0,3.0,0,3430,,201 West 94th Street #3C,
792,1.0,2.0,0,2100,1050,22-40 77st #2C,Astoria
793,,25.0,0,39000,18349,369 Park Avenue #14,Clinton Hill
794,1.0,2.0,0,2575,,179 Waverly Avenue #4,Clinton Hill
795,2.0,2.0,0,5750,1250,501 East 87th Street #9F,Yorkville
796,2.0,2.0,0,5800,,501 East 87th Street #6J,Yorkville
797,1.0,1.0,0,3550,,501 East 87th Street #7H,Yorkville
