,bath,bed,furnished,monthly,price,size,street,where
4807,1.5,1.0,0,0,1225000,1000,415 East 54th Street #3E,Sutton Place
4808,1.0,1.0,0,0,240000,,200 Ocean Parkway #6,Kensington
4809,,,0,0,3850000,,227 Bergen Street ,Boerum Hill
4810,1.5,2.0,0,0,910000,904,57 West 127th Street #1,Central Harlem
4811,1.0,1.0,0,0,680000,,7 Park Avenue #94,Murray Hill
4812,2.0,2.0,0,0,1220000,1087,11-02 49th Avenue #4E,Hunters Point
4813,1.5,1.0,0,0,179999,700,2010 Pearson Street #65B,Old Mill Basin
4814,2.0,2.0,0,0,1500000,1096,560 State Street #3A,Boerum Hill
4815,2.0,2.0,0,0,1160000,1078,47-28 11th Street #5C,Hunters Point
4816,1.0,1.0,0,0,585000,750,200 West 108th Street #2G,Manhattan Valley
4817,1.0,2.0,0,0,332500,950,2928 West 5th Street #L3,Coney Island
4818,2.0,2.0,0,0,1160000,1078,47-28 11th Street #5C,Hunters Point
4819,3.5,3.0,0,0,7750000,2331,150 Charles Street #4AN,West Village
4820,2.0,2.0,0,0,1249999,,130 8th Avenue #1DE,Park Slope
4821,2.0,4.0,0,0,569000,3060,1813 Saint Johns Place ,Crown Heights
4822,1.0,1.0,0,0,259000,,3777 Independence Avenue #5N,Riverdale
4823,1.0,1.0,0,0,205000,875,61-25 98th Street #4F,Rego Park
4824,2.0,3.0,0,0,648000,1200,152-18 Union Tpke #10-0,Kew Gardens Hills
4825,1.0,2.0,0,0,372000,950,2621 Palisade Avenue #6H,Spuyten Duyvil
4826,6.0,5.0,0,0,1950000,4004,561 West 230th Street ,Spuyten Duyvil
4827,1.0,,0,0,165000,,102-17 64th Rd #5D,Forest Hills
4828,1.0,1.0,0,0,489000,600,5 Tudor City Place #1305,Murray Hill
4829,3.5,6.0,0,0,825000,2880,386C Chauncey Street ,Ocean Hill
4830,10.0,12.0,0,0,6999999,6875,186 Green Street #TWNH,Greenpoint
4831,1.5,2.0,0,0,639000,840,30-85 Vernon Boulevard #6K,Astoria
4832,2.0,2.0,0,0,1595000,1134,330 East 38th Street #22K,Murray Hill
4833,3.0,7.0,0,0,1380000,5306,404 Beach 132nd ,Belle Harbor
4834,3.0,2.0,0,0,2795000,1600,235 East 55th Street #PHB,Midtown East
4835,4.0,5.0,0,0,1175000,,1374 Sterling Place ,Weeksville
4836,1.5,2.0,0,0,249000,1000,131-11 Kew Gardens Road #4H,Kew Gardens
4837,3.5,4.0,0,0,7995000,3700,436 West 20th Street GARDENDPLX,West Chelsea
4838,3.0,6.0,0,0,589000,1824,3318 Tilden Avenue ,Northeast Flatbush
4839,2.5,4.0,0,0,1580000,3120,29-12 210 Place ,Bayside
4840,2.5,6.0,0,0,4200000,4850,404 15th Street ,Park Slope
4841,2.0,2.0,0,0,359000,1100,5355 Henry Hudson Parkway #5E,Riverdale
4842,1.0,,0,0,480000,400,288 Lexington Avenue #2F,Murray Hill
4843,2.0,2.0,0,0,1200000,,2 South End Avenue #4R,Battery Park City
4844,1.0,,0,0,525000,282,354 West 12th Street #4C,West Village
4845,1.0,1.0,0,0,950000,605,2 Northside Piers #27D,Williamsburg
4846,2.0,2.0,0,0,2150000,1209,70 Little West Street #7K,Battery Park City
4847,1.0,3.0,0,0,1450000,,140 West 16th Street #5E,Chelsea
4848,6.0,8.0,0,0,5250000,4060,154A Hicks Street ,Brooklyn Heights
4849,1.0,,0,0,345000,,40 Clinton Street #2P,Brooklyn Heights
4850,3.0,3.0,0,0,5025000,2014,252 East 57th Street #39A,Midtown East
4851,2.5,2.0,0,0,3425000,1831,161 Grand Street #5B,Little Italy
4852,2.5,2.0,0,0,3750000,1728,200 East 62nd Street #27D,Lenox Hill
4853,4.0,3.0,0,0,5000000,5355,53 Murray Street #1,Tribeca
4854,3.0,5.0,0,0,698888,2120,31-23 94th Street ,East Elmhurst
4855,3.5,3.0,0,0,7995000,2115,1 Central Park West #46D,Lincoln Square
4856,1.5,1.0,0,0,1286000,,330 East 38th Street #5Q,Murray Hill
4857,5.0,,0,0,660000,2760,826 Barbey Street ,East New York
4858,1.0,1.0,0,0,1699000,750,502 Park Avenue #9A,Lenox Hill
4859,3.5,3.0,0,0,5000000,2195,10 Sullivan Street #2B,Soho
4860,1.5,1.0,0,0,1286000,,330 East 38th Street #5Q,Murray Hill
4861,5.0,,0,0,660000,2760,826 Barbey Street ,East New York
4862,2.5,3.0,0,0,5500000,1800,641 Fifth Avenue #37D,Midtown
4863,4.0,4.0,0,0,10995000,3700,19 Bethune Street ,West Village
4864,1.0,1.0,0,0,1475000,832,15 William Street #30C,Financial District
4865,1.0,1.0,0,0,2010000,955,200 East 66th Street #E1906,Lenox Hill
4866,1.0,1.0,0,0,1850000,1078,200 East 66th Street #A406,Lenox Hill
4867,1.5,,0,0,3500000,,180 W 58th Street #PHB,Midtown
4868,1.0,1.0,0,0,1125000,683,432 W 52nd Street #7F,Midtown West
4869,1.0,1.0,0,0,305000,,75-40 Austin Street #4CL,Forest Hills
4870,1.0,,0,0,649000,,85 Eighth Avenue #1L,Chelsea
4871,1.0,1.0,0,0,695000,755,305 East 40th Street #3H,Murray Hill
4872,4.0,3.0,0,0,5750000,,25 Sutton Place 5THFLOOR,Sutton Place
4873,3.5,3.0,0,0,4490000,2000,421 Hudson Street #718,West Village
4874,2.0,2.0,0,0,985000,970,25-19 43rd Avenue #401,Hunters Point
4875,2.0,2.0,0,0,1210000,1046,25-19 43rd Avenue #508,Hunters Point
4876,1.0,1.0,0,0,715000,699,25-19 43rd Avenue #210,Hunters Point
4877,2.0,2.0,0,0,1100000,1004,25-19 43rd Avenue #211,Hunters Point
4878,2.0,6.0,0,0,1490000,2400,47-18 Ditmars Boulevard ,Astoria
4879,,5.0,0,0,1299999,2430,751 Macon Street ,Stuyvesant Heights
4880,2.0,2.0,0,0,2590000,1280,2000 Broadway #17D,Lincoln Square
4881,3.0,3.0,0,0,550000,1633,1682 E 55th Street ,Old Mill Basin
4882,1.0,1.0,0,0,169000,,251-16 58th Avenue ,Little Neck
4883,1.0,,0,0,1040000,591,325 Lexington Avenue #5C,Midtown East
4884,1.0,1.0,0,0,274000,650,86-11 34th Avenue #3L,Jackson Heights
4885,1.0,1.0,0,0,999900,1011,220 West 148th Street #PHE,Central Harlem
4886,1.0,2.0,0,0,935000,819,251 South 3rd Street #3B,Williamsburg
4887,2.0,2.0,0,0,1499000,,165 West 66th Street #3C,Lincoln Square
4888,1.0,2.0,0,0,839000,825,220 Manhattan Avenue #7N,Manhattan Valley
4889,1.0,1.0,0,0,1095000,636,300 East 64th Street #18B,Lenox Hill
4890,2.0,2.0,0,0,7775000,,150 Central Park South #2201,Central Park South
4891,,,0,0,1188000,3496,158 Bay 47th Street ,Gravesend
4892,2.0,2.0,0,0,1049000,1850,619 Church Avenue #1,Kensington
4893,1.0,1.0,0,0,259000,,3333 Henry Hudson Parkway West #20P,Riverdale
4894,3.0,4.0,0,0,2395000,,45 East End Avenue #6EF,Yorkville
4895,5.0,11.0,0,0,3675000,4800,487 9th Street ,Park Slope
4896,1.0,,0,0,499000,450,301 East 64th Street #9J,Lenox Hill
4897,2.5,7.0,0,0,1399999,3600,597 Madison Street ,Stuyvesant Heights
4898,3.0,4.0,0,0,8550000,4925,327 East 51st Street ,Turtle Bay
4899,4.0,4.0,0,0,20000000,3300,101 Central Park West #10E,Lincoln Square
4900,4.0,6.0,0,0,3595000,3200,56 4 Place ,Carroll Gardens
4901,1.0,,0,0,350000,,415 West 46th Street #2D,Midtown West
4902,3.0,4.0,0,0,8550000,4925,327 East 51st Street ,Turtle Bay
4903,4.0,4.0,0,0,20000000,3300,101 Central Park West #10E,Lincoln Square
4904,4.5,4.0,0,0,19750000,3554,515 West 23rd Street #PH,West Chelsea
4905,4.0,4.0,0,0,1100000,4313,38 Harbor Drive ,Mill Basin
4906,3.5,5.0,0,0,935000,3200,166 Bay Terrace ,Bay Terrace
4907,3.5,4.0,0,0,3749000,2153,280 Saint Marks Avenue #PHA,Prospect Heights
4908,2.5,3.0,0,0,4485000,1980,200 East 62nd Street #18D,Lenox Hill
4909,1.0,1.0,0,0,175000,,5650 Netherland Avenue #6D,Riverdale
4910,1.0,1.0,0,0,950000,490,555 West 23rd Street #N7Q,West Chelsea
4911,1.0,2.0,0,0,825000,,134 N 10th Street #3L,Williamsburg
4912,4.0,11.0,0,0,1900000,5328,1090 Greene Avenue ,Bushwick
4913,1.0,,0,0,8995000,7436,205 East 17th Street ,Gramercy Park
4914,2.5,3.0,0,0,2450000,1790,440 Kent Avenue #22A,Williamsburg
4915,1.0,,0,0,305000,,5 Tudor City Place #2135,Murray Hill
4916,2.0,3.0,0,0,619000,1384,2607 E 12th Street #C1,Sheepshead Bay
4917,1.0,2.0,0,0,499000,875,581 Academy Street #2E,Inwood
4918,2.0,2.0,0,0,1825000,1081,515 East 72nd Street #21G,Upper East Side
4919,1.0,1.0,0,0,299000,750,76-12 35th Avenue #6C,Jackson Heights
4920,6.0,12.0,0,0,3000000,4500,1431 Greene Avenue ,Bushwick
4921,1.0,1.0,0,0,1195000,833,200 East 61st Street #19B,Lenox Hill
4922,2.5,2.0,0,0,2950000,1490,146 West 57th Street #44D,Midtown
4923,3.0,4.0,0,0,5200000,3273,1 Grand Army Plaza #2F,Prospect Heights
4924,1.0,1.0,0,0,325000,,187 Pinehurst Avenue #4I,Hudson Heights
4925,4.5,4.0,0,0,4950000,3549,556 3rd Avenue #PHD,Murray Hill
4926,2.5,3.0,0,0,4500000,1637,450 West 17th Street #1909,West Chelsea
4927,2.0,3.0,0,0,3500000,1864,151 West 17th Street #3G,Chelsea
4928,1.0,1.0,0,0,1960000,1056,50 West Street #8B,Financial District
4929,2.0,2.0,0,0,1195000,,164 South 1st Street #4A,Williamsburg
4930,2.5,3.0,0,0,4500000,1637,450 West 17th Street #1909,West Chelsea
4931,2.0,3.0,0,0,3500000,1864,151 West 17th Street #3G,Chelsea
4932,3.5,3.0,0,0,5600000,2857,845 United Nations Plaza #43B,Turtle Bay
4933,1.0,1.0,0,0,720000,468,350 West 50th Street #5D,Midtown West
4934,2.0,3.0,0,0,899000,,166-25 Powells Cove Boulevard #11B,Beechhurst
4935,2.0,1.0,0,0,5995000,1860,15 East 70th Street #5C,Lenox Hill
4936,1.0,,0,0,515000,550,142 Baltic Street #3F,Cobble Hill
4937,3.5,4.0,0,0,2500000,,4740 Iselin Avenue ,Fieldston
4938,1.0,1.0,0,0,449000,,155 East 49th Street #1A,Turtle Bay
4939,2.5,2.0,0,0,2950000,1911,415 East 6th Street #2NDFL,East Village
4940,2.5,2.0,0,0,3250000,1890,415 East 6th Street #3RDFL,East Village
4941,2.5,3.0,0,0,4395000,2564,415 East 6th Street #PH,East Village
4942,3.0,3.0,0,0,5749990,2692,400 Park Avenue South #24C,NoMad
4943,7.0,6.0,0,0,3500000,5700,203 W 137th Street #1,Central Harlem
4944,2.0,2.0,0,0,1100000,1124,30-11 21st Street #6C,Astoria
4945,3.0,3.0,0,0,3595000,1455,160 Central Park S #1820,Central Park South
4946,1.0,2.0,0,0,2850000,1557,478 Central Park West #2B,Manhattan Valley
4947,2.0,3.0,0,0,3000000,1560,478 Central Park West #3B,Manhattan Valley
4948,2.0,2.0,0,0,1450000,983,478 Central Park West #7B,Manhattan Valley
4949,1.0,1.0,0,0,639000,750,225 East 36th Street #16C,Murray Hill
4950,,8.0,0,0,23000000,15000,7 East 96th Street ,Carnegie Hill
4951,1.5,2.0,0,0,1590000,1200,229 W 97th Street #6E,Upper West Side
4952,1.0,1.0,0,0,229000,850,3601 Johnson Avenue #3B,Spuyten Duyvil
4953,3.0,5.0,0,0,475000,2420,367 East 51st Street ,Northeast Flatbush
4954,2.0,3.0,0,0,2850000,1496,240 East 10th Street #10C,East Village
4955,1.0,1.0,0,0,185000,,3333 Henry Hudson Parkway #21K,Riverdale
4956,2.0,2.0,0,0,2850000,1399,305 East 51st Street #7C,Turtle Bay
4957,10.0,8.0,0,0,13750000,,50 East 81st Street ,Upper East Side
4958,1.0,1.0,0,0,750000,,52 East 78th Street 6TH-FLOOR,Upper East Side
4959,1.0,,0,0,550000,,345 West 58th Street #4L,Lincoln Square
4960,1.0,1.0,0,0,449000,,442 97th Street #3F,Fort Hamilton
4961,2.0,2.0,0,0,2350000,1292,120 Riverside Boulevard #12L,Lincoln Square
4962,1.5,3.0,0,0,1595000,,41 West 82nd Street #5D,Upper West Side
4963,3.5,4.0,0,0,4173300,3093,138 Pierrepont Street #2A,Brooklyn Heights
4964,1.0,2.0,0,0,550000,,116-24 Grosvenor Lane #6A,Kew Gardens
4965,1.0,1.0,0,0,249000,,110-29 64 Rd #108,Forest Hills
4966,1.0,1.0,0,0,189888,,61-07 251st Street #1106,Little Neck
4967,2.0,2.0,0,0,1949000,1321,280 Saint Marks Avenue #PHG,Prospect Heights
4968,2.0,2.0,0,0,819000,,131 Langham Street ,Manhattan Beach
4969,1.0,,0,0,775000,,78 Charles Street #3E,West Village
4970,7.0,5.0,0,0,12995000,8000,118 West 87th Street ,Upper West Side
4971,2.0,2.0,0,0,1995000,1530,940 Park Avenue #4B,Upper East Side
4972,2.0,2.0,0,0,819000,,131 Langham Street ,Manhattan Beach
4973,1.0,,0,0,775000,,78 Charles Street #3E,West Village
4974,1.5,1.0,0,0,1099000,876,5 E 44th Street #2A,Midtown
4975,1.0,1.0,0,0,299000,,180 72nd Street #335,Bay Ridge
4976,6.0,11.0,0,0,1900000,3340,989 Lafayette Avenue ,Stuyvesant Heights
4977,1.0,,0,0,84500,350,5621 Netherland Avenue #4F,Riverdale
4978,2.5,2.0,0,0,8995000,2009,157 West 57th Street #56B,Midtown
4979,2.0,3.0,0,0,1400000,1433,9907 3rd Avenue #6A,Fort Hamilton
4980,4.5,6.0,0,0,599000,,2911 Grace Avenue ,Baychester
4981,1.0,3.0,0,0,825000,,24-31 43rd Street ,Astoria
4982,1.0,1.0,0,0,929000,,77 Bleecker Street #1024,Greenwich Village
4983,2.0,3.0,0,0,1995000,1495,1 Wall Street Court #1305,Financial District
4984,3.0,5.0,0,0,4200000,,346 Van Brunt Street #TWHSE,Red Hook
4985,3.0,3.0,0,0,1975000,2137,192 15th Street #101,Park Slope
4986,4.0,4.0,0,0,7000000,,230 Central Park South #1DEFG,Central Park South
4987,2.0,2.0,0,0,3000000,1291,230 Central Park South #2FG,Central Park South
4988,3.0,6.0,0,0,869000,1680,1549 Kimball Street ,Marine Park
4989,2.0,2.0,0,0,1375000,,200 West 20th Street 1203/1204,Chelsea
4990,1.0,3.0,0,0,345000,,246-41 57th Drive #LOWER,Little Neck
4991,3.0,9.0,0,0,1250000,3600,54 Pilling Street ,Bushwick
4992,1.5,4.0,0,0,379000,,217-43 110th Avenue ,Queens Village
4993,1.0,2.0,0,0,1350000,,39 West 67th Street 1401-1501,Lincoln Square
4994,4.5,4.0,0,0,19900000,3466,157 West 57th Street #47C,Midtown
4995,5.5,5.0,0,0,14500000,4223,520 West 28th Street #15,West Chelsea
4996,3.5,3.0,0,0,9900000,2815,25 East 77th Street #1503,Upper East Side
4997,,7.0,0,0,1600000,5874,4501 Church Avenue ,Northeast Flatbush
4998,2.0,2.0,0,0,2100000,1329,1600 Broadway #10C,Midtown
4999,1.0,,0,0,845000,590,75 Wall Street #27Q,Financial District
5000,2.0,3.0,0,0,1300000,1245,161 Jackson Street #1,Williamsburg
5001,2.5,3.0,0,0,3275000,,310 West 72nd Street #3EF,Lincoln Square
5002,3.0,3.0,0,0,2650000,1600,635 West 42nd Street #9B,Midtown West
5003,2.5,2.0,0,0,3495000,1612,11 East 29 #32A,NoMad
5004,8.0,8.0,0,0,2550000,3510,487 Classon Avenue ,Bedford-Stuyvesant
5005,1.5,1.0,0,0,1245000,1000,115 East 87th Street #39E,Carnegie Hill
5006,1.0,,0,0,670000,400,190 S 1st Street #6B,Williamsburg
5007,3.0,3.0,0,0,5000000,2000,635 West 42nd Street #27A,Midtown West
5008,4.0,8.0,0,0,2995000,2160,506 Graham Avenue ,Greenpoint
5009,5.5,5.0,0,0,14500000,4223,520 West 28th Street #15,West Chelsea
5010,1.5,2.0,0,0,3775000,1700,222 Central Park South #3,Central Park South
5011,1.0,1.0,0,0,775000,668,300 East 90th Street #9B,Yorkville
5012,4.5,4.0,0,0,8595000,3660,1049 Fifth Avenue 11B/12B,Upper East Side
5013,3.0,4.0,0,0,2795000,3200,135 Cambridge Place ,Clinton Hill
5014,1.0,1.0,0,0,775000,668,300 East 90th Street #9B,Yorkville
5015,2.5,2.0,0,0,3000000,,29 East 64th Street #6B,Lenox Hill
5016,1.0,1.0,0,0,245000,,34-40 78th Street #2E,Jackson Heights
5017,1.0,2.0,0,0,475000,,1401 Ocean Avenue #PHE,Midwood
5018,1.0,1.0,0,0,729000,,333 East 45th Street #9B,Turtle Bay
5019,2.0,1.0,0,0,1650000,,1010 Fifth Avenue #10E,Upper East Side
5020,2.5,3.0,0,0,4449000,2992,185 Plymouth Street #3N,DUMBO
5021,1.0,1.0,0,0,169900,950,5450 Netherland Avenue #E43,Riverdale
5022,2.0,3.0,0,0,755000,1164,127 Bay 28THST #3B,Bath Beach
5023,2.5,2.0,0,0,799000,1165,127 Bay 28THST #1B,Bath Beach
5024,2.0,3.0,0,0,745000,1154,127 Bay 28THST #2B,Bath Beach
5025,2.0,3.0,0,0,755000,1164,127 Bay 28THST #3A,Bath Beach
5026,2.0,2.0,0,0,1900000,,13 Downing Street #2,West Village
5027,8.5,6.0,0,0,22000000,10897,3 Riverside Drive #1,Upper West Side
5028,1.0,1.0,0,0,228000,750,65-65 Wetherole Street #1W,Rego Park
5029,3.0,6.0,0,0,749000,,5785 Mosholu Avenue ,Riverdale
5030,3.0,2.0,0,0,1850000,,447 East 57th Street #15A,Sutton Place
5031,2.0,2.0,0,0,1169000,1113,810 Bergen Street #3,Crown Heights
5032,2.5,5.0,0,0,790000,3175,59-07 Decatur Street ,Ridgewood
5033,1.0,1.0,0,0,450000,,55 Montgomery Place #3R,Park Slope
5034,2.5,3.0,0,0,429999,,167-12 144th Drive #1,Springfield Gardens
5035,1.0,2.0,0,0,795000,1049,779 Riverside Drive #C32,Washington Heights
5036,3.5,3.0,0,0,6270000,2268,35 West 15th Street #16C,Flatiron
5037,2.5,3.0,0,0,889999,,1115 East 15th Street #1,Midwood
5038,1.0,1.0,0,0,615000,950,100 West 57th Street #12D,Midtown
5039,2.5,2.0,0,0,2275000,,35 East 20th Street #6B,Flatiron
5040,1.0,1.0,0,0,700000,,955 Park Avenue #3SE,Upper East Side
5041,6.5,5.0,0,0,12000000,5700,1141 Park Avenue ,Carnegie Hill
5042,2.0,3.0,0,0,2295000,1352,1991 Broadway #21A,Lincoln Square
5043,6.0,17.0,0,0,2950000,4585,850 Lafayette Avenue ,Stuyvesant Heights
5044,1.0,2.0,0,0,319000,4760,320 Netherland Avenue #1,Mariners Harbor
5045,1.5,3.0,0,0,408000,,122-19 Milburn Street #PH,Springfield Gardens
5046,,3.0,1,0,16950000,4800,50 Wooster Street #5N,Soho
5047,6.0,6.0,0,0,7995000,5114,135 W 13th Street #TH,Greenwich Village
5048,2.0,2.0,0,0,2990000,1347,200 East 66th Street #C1701,Lenox Hill
5049,2.0,3.0,0,0,3495000,,319 West 14th Street #PH,Chelsea
5050,3.5,3.0,0,0,3025000,2218,415 East 37th Street #43K,Murray Hill
5051,2.0,2.0,0,0,2639000,,15 West 72nd Street #18E,Upper West Side
5052,1.0,2.0,0,0,325000,,5900 Arlington Avenue #21H,Riverdale
5053,1.0,0.0,0,0,529000,,205 Third Avenue #5V,Gramercy Park
5054,2.0,2.0,0,0,2350000,1300,15 William Street #30E,Financial District
5055,2.5,3.0,0,0,2195000,,755 West End Avenue #2C,Upper West Side
5056,1.0,2.0,0,0,1250000,,418 Central Park West #32,Manhattan Valley
5057,6.0,11.0,0,0,1100000,5796,834 Schenectady Avenue ,Northeast Flatbush
5058,3.5,3.0,0,0,4839000,2313,310 East 53rd Street #17C,Turtle Bay
5059,1.0,1.0,0,0,122500,,1922 Mcgraw Avenue #4G,Parkchester
5060,2.5,2.0,0,0,260000,1638,117-06 233rd Street ,Cambria Heights
5061,2.5,2.0,0,0,9500000,2206,40 Mercer Street #37,Soho
5062,2.0,2.0,0,0,2799000,1446,325 Fifth Avenue #35B,Midtown South
5063,,,0,0,14900000,6700,25 East 94th Street ,Carnegie Hill
5064,1.5,3.0,0,0,525000,,350 Ocean Parkway #LC,Kensington
5065,1.0,1.0,0,0,719000,,325 East 57th Street #8C,Sutton Place
5066,1.0,1.0,0,0,230000,,4705 Henry Hudson Parkway West #7G,Riverdale
5067,2.0,2.0,0,0,1948000,1391,333 East 91st Street #21C,Yorkville
5068,2.5,2.0,0,0,3750000,1546,135 West 52nd Street #33C,Midtown
5069,,,0,0,5480000,5200,458 West 50th Street ,Midtown West
5070,1.0,1.0,0,0,230000,,4705 Henry Hudson Parkway West #7G,Riverdale
5071,2.0,2.0,0,0,1948000,1391,333 East 91st Street #21C,Yorkville
5072,5.0,4.0,0,0,1349500,2880,780 Greene Avenue ,Stuyvesant Heights
5073,1.0,2.0,0,0,299000,1200,557 Hunter Avenue ,Midland Beach
5074,3.0,3.0,0,0,2650000,,140 East 72nd Street #5C,Upper East Side
5075,1.0,1.0,0,0,720000,,135 West 58th Street #3C,Midtown
5076,2.0,2.0,0,0,1130000,1078,47-28 11th Street #3C,Hunters Point
5077,1.0,,0,0,489000,512,360 West 21st Street #1A,Chelsea
5078,2.0,2.0,0,0,1535000,1189,432 W 52nd Street RESIDENCE-6A,Midtown West
5079,2.0,2.0,0,0,1395000,1189,432 W 52nd Street RESIDENCE-2A,Midtown West
5080,1.5,1.0,0,0,1495000,1356,432 W 52nd Street DUPLEX-F,Midtown West
5081,1.5,1.0,0,0,2395000,1454,432 W 52nd Street DUPLEX-A,Midtown West
5082,3.5,3.0,0,0,4800000,2343,10 West Street #15G,Battery Park City
5083,5.0,4.0,0,0,2690000,4300,554 West 162nd Street #TH,Washington Heights
5084,10.0,6.0,0,0,23500000,9332,74 Washington Place ,Greenwich Village
5085,4.0,8.0,0,0,3275000,3556,82 Amity Street ,Cobble Hill
5086,1.0,1.0,0,0,599000,,360 Clinton Avenue #6E,Clinton Hill
5087,4.0,4.0,0,0,1849000,,141 Lefferts Place #5,Bedford-Stuyvesant
5088,1.0,2.0,0,0,625000,1000,125 Beach 124th Street #7H,Belle Harbor
5089,1.0,,0,0,499000,,235 East 22nd Street #7N,Gramercy Park
5090,4.5,10.0,0,0,2425000,3800,691 Greene Avenue ,Stuyvesant Heights
5091,1.0,,0,0,840000,887,535 Dean Street #511,Prospect Heights
5092,1.0,,0,0,490000,,123 West 80th Street #1F,Upper West Side
5093,3.5,3.0,0,0,3210000,1945,51 Jay Street #5C,DUMBO
5094,,8.0,0,0,6750000,3700,86 Christopher Street ,West Village
5095,1.0,1.0,0,0,224997,,270 Convent #8E,Hamilton Heights
5096,5.0,4.0,0,0,15500000,,186 East 64th Street ,Lenox Hill
5097,2.0,3.0,0,0,2250000,,2 Grace Court #2Y3Y,Brooklyn Heights
5098,2.0,2.0,0,0,1900000,1153,230 Riverside Drive #7A,Upper West Side
5099,2.0,2.0,0,0,1050000,,400 East 85th Street #12F,Yorkville
5100,3.0,8.0,0,0,1848888,3000,1082 71st ,Dyker Heights
5101,2.0,2.0,0,0,1995000,1165,111 Fulton Street #PH210,Fulton/Seaport
5102,,4.0,1,0,1198000,2670,308 Avenue P ,Gravesend
5103,3.5,3.0,0,0,12900000,3150,300 Central Park West #4D,Upper West Side
5104,1.0,1.0,0,0,339000,950,108-25 72nd Avenue #210,Forest Hills
5105,1.0,,0,0,750000,,20 East 74th Street #1B,Upper East Side
5106,2.0,3.0,0,0,326700,1063,1231 East 80th Street #811,Canarsie
5107,3.0,4.0,0,0,750000,1700,4991 Henry Hudson Parkway West #4991,Riverdale
5108,1.0,1.0,0,0,165000,625,474 West 238th Street #1F,Riverdale
5109,2.0,3.0,0,0,890000,945,49-51 166th Street ,East Flushing
5110,4.0,4.0,0,0,4888000,2794,200 Chambers Street #4BC,Tribeca
5111,2.0,2.0,0,0,530000,934,108 Neptune Avenue #3I,Brighton Beach
5112,1.0,,0,0,899900,520,205 East 85th Street #6Q,Yorkville
5113,2.5,2.0,0,0,3995000,2462,166 Perry Street #1C,West Village
5114,2.5,3.0,0,0,3600000,,60 Gramercy Park North #11B,Gramercy Park
5115,1.5,,0,0,1199000,1011,75 Wall Street #27R,Financial District
5116,2.0,,0,0,5950000,4500,521 West 23rd Street #2,West Chelsea
5117,2.5,3.0,0,0,725000,,2500 Johnson Avenue #17G,Spuyten Duyvil
5118,2.0,2.0,0,0,2139990,1155,959 First Avenue #9K,Turtle Bay
5119,3.0,3.0,0,0,8950000,3550,21 Downing Street ,West Village
5120,1.0,2.0,0,0,215000,,219 West 144th Street #12A,Central Harlem
5121,4.5,4.0,0,0,24000000,3466,157 West 57th Street #56C,Midtown
5122,5.0,7.0,0,0,2675000,6700,660 West 261st Street ,Riverdale
5123,1.0,1.0,0,0,485000,,209 Lincoln Place #1G,Park Slope
5124,1.0,1.0,0,0,1335000,915,360 East 89 #6C,Yorkville
5125,3.0,3.0,0,0,5495000,2964,18 Leonard Street #1C,Tribeca
5126,1.0,1.0,0,0,485000,,209 Lincoln Place #1G,Park Slope
5127,3.5,3.0,0,0,2200000,3966,209 West 136th Street ,Central Harlem
5128,2.0,2.0,0,0,1048888,1025,131-05 40th Road #8M,Flushing
5129,1.0,1.0,0,0,673888,609,131-05 40th Road #PH1S,Flushing
5130,,3.0,0,0,1100000,,128 Jefferson Street #2,Bushwick
5131,1.0,1.0,0,0,697888,680,131-05 40th Road #PH3D,Flushing
5132,2.0,2.0,0,0,1680000,,156 E 79th Street #7B,Upper East Side
5133,1.0,2.0,0,0,500000,,255 Cabrini Boulevard #2J,Hudson Heights
5134,2.5,5.0,0,0,1999999,2400,360 Tompkins Avenue ,Bedford-Stuyvesant
5135,2.0,6.0,0,0,1299999,2828,160 Clarkson Avenue #1,Flatbush
5136,,,0,0,2600000,3360,351 Union Street ,Carroll Gardens
5137,2.0,2.0,0,0,2564500,1115,280 Park Avenue South #25L,Flatiron
5138,4.5,5.0,0,0,5595000,2962,212 Warren Street #14L,Battery Park City
5139,2.0,2.0,0,0,1175000,,520 East 72nd Street #12O,Lenox Hill
5140,3.0,3.0,0,0,4795000,2496,455 Central Park West #21C,Manhattan Valley
5141,2.0,3.0,0,0,2995000,1805,31 East 28th Street #10W,NoMad
5142,2.0,2.0,0,0,1525000,1525,30-11 21st Street #PHE,Astoria
5143,3.0,3.0,0,0,3195000,,116 East 63rd Street #4C,Lenox Hill
5144,1.0,,0,0,399000,,345 East 52nd Street #8K,Turtle Bay
5145,9.0,8.0,0,0,24800000,11000,23 Beekman Place ,Beekman
5146,1.5,1.0,0,0,3050000,920,26 East 63rd Street #6B,Lenox Hill
5147,2.0,2.0,0,0,4950000,1400,26 East 63rd Street #2A,Lenox Hill
5148,2.0,3.0,0,0,899000,1386,438 Lafayette Avenue #2,Bedford-Stuyvesant
5149,3.5,4.0,0,0,559000,1728,52 East 55th Street ,Northeast Flatbush
5150,1.0,2.0,0,0,219000,,2705 Kings Highway #5F,Midwood
5151,2.0,2.0,0,0,2995000,,120 Central Park South #7A,Central Park South
5152,1.5,2.0,0,0,2750000,,22 E 18th Street #6B,Flatiron
5153,3.5,3.0,0,0,2995000,2000,400 E 70th Street #2702,Lenox Hill
5154,4.0,6.0,0,0,1390000,,1192 Greene Avenue ,Bushwick
5155,8.0,5.0,0,0,19995000,10114,75 Warren Street #TH,Tribeca
5156,1.0,1.0,0,0,519000,,302 East 88th Street #2C,Yorkville
