,bath,bed,furnished,monthly,price,size,street,where
1463,1.0,1.0,0,0,233500,750,105-25 67th Rd #2H,Forest Hills
1464,1.5,1.0,0,0,2000000,983,11 East 29th Street #31C,NoMad
1465,1.0,2.0,0,0,925000,940,370 East 76th Street #C207,Upper East Side
1466,3.5,5.0,0,0,999000,2238,19A Louis Place ,Stuyvesant Heights
1467,2.0,2.0,0,0,3995000,2000,100 Greene Street #3,Soho
1468,1.0,,0,0,119000,,76-26 113th Street #1B,Forest Hills
1469,1.0,,0,0,229000,500,72-35 112th Street #9A,Forest Hills
1470,5.0,7.0,0,0,8995000,,21 West 89th Street ,Upper West Side
1471,1.0,1.0,0,0,2099990,798,400 Park Avenue South #30A,NoMad
1472,1.0,,0,0,229000,500,72-35 112th Street #9A,Forest Hills
1473,1.0,3.0,0,0,795000,847,1810 Third Avenue #B4D,East Harlem
1474,1.0,3.0,0,0,825000,847,1810 Third Avenue #B7D,East Harlem
1475,1.0,3.0,0,0,810000,,1810 Third Avenue #B6D,East Harlem
1476,1.0,3.0,0,0,800000,847,1810 Third Avenue #B5D,East Harlem
1477,2.0,3.0,0,0,1925000,1650,1349 Lexington Avenue #2D,Carnegie Hill
1478,1.0,1.0,0,0,235000,700,35-28 80th Street #2,Jackson Heights
1479,2.5,4.0,0,0,1695000,3200,177 Waverly Avenue #TWHN,Clinton Hill
1480,3.5,5.0,0,0,1845000,2400,361 Quincy Street ,Bedford-Stuyvesant
1481,,,0,0,565000,2412,771 East 52nd Street ,Farragut
1482,1.0,,0,0,1100000,590,77 West 55th Street #4D,Midtown
1483,1.5,1.0,0,0,2999000,1052,721 Fifth Avenue #32H,Midtown
1484,3.0,4.0,0,0,3350000,2281,232 East 50th Street #1,Turtle Bay
1485,4.0,3.0,0,0,9999999,3164,737 Park Avenue #11A,Lenox Hill
1486,6.0,9.0,0,0,1150000,,161-14 Normal Rd ,Jamaica Hills
1487,4.5,4.0,0,0,15250000,3625,160 Leroy Street SOUTH11A,West Village
1488,3.5,3.0,0,0,10910000,2995,111 Murray Street #58EAST,Tribeca
1489,2.0,2.0,0,0,2700000,1204,160 Central Park South #1714,Central Park South
1490,1.0,2.0,0,0,1150000,1100,345 West 58th Street #4C,Lincoln Square
1491,4.0,3.0,0,0,18260000,3653,50 West Street #58A,Financial District
1492,4.0,5.0,0,0,1899000,2400,1630 Benson Avenue ,Bath Beach
1493,3.0,5.0,0,0,749000,1908,101 Kenilworth Place ,Flatbush
1494,2.5,3.0,0,0,399000,1869,468 Elton Street ,East New York
1495,1.0,1.0,0,0,185000,,27-10 Parsons Boulevard #3D,Flushing
1496,1.0,,0,0,699000,,108 West 69th Street #1,Lincoln Square
1497,4.0,3.0,0,0,17750000,2632,25 Columbus Circle #63A,Lincoln Square
1498,2.5,2.0,0,0,4800000,1690,10 Madison Square West #5D,Flatiron
1499,1.0,,0,0,700000,550,382 Central Park West #3E,Upper West Side
1500,4.0,3.0,0,0,17750000,2632,25 Columbus Circle #63A,Lincoln Square
1501,2.0,2.0,0,0,1595000,,19 Dennett Place ,Carroll Gardens
1502,3.5,3.0,0,0,6385000,2323,1474 Third Avenue #PHS,Upper East Side
1503,2.0,2.0,0,0,1298888,1157,1601 Third Avenue #6F,Yorkville
1504,2.0,2.0,0,0,2650000,1038,450 West 17th Street #1603,West Chelsea
1505,5.0,7.0,0,0,42000000,9050,128 East 73rd Street ,Upper East Side
1506,1.0,1.0,0,0,595000,,575 Park Avenue #409,Lenox Hill
1507,3.0,5.0,0,0,499000,2484,5122 Avenue S ,Flatlands
1508,1.0,,0,0,189999,450,7520 Ridge Boulevard #5E,Bay Ridge
1509,1.0,1.0,0,0,875000,894,1485 Fifth Avenue #10H,Central Harlem
1510,1.0,1.0,0,0,465000,950,736 West 186th Street #7B,Hudson Heights
1511,2.0,3.0,0,0,950000,1300,226 East 27th Street #1A,Kips Bay
1512,3.5,3.0,0,0,7495000,2542,7 Hubert Street #7C,Tribeca
1513,2.0,2.0,0,0,999000,,331 West 21st Street #FW,Chelsea
1514,1.0,2.0,0,0,1350000,,205 West End Avenue #15J,Lincoln Square
1515,2.0,2.0,0,0,859000,1279,1138 Ocean Avenue #5D,Ditmas Park
1516,4.5,3.0,0,0,29950000,3500,1 Central Park South #301,Central Park South
1517,5.5,5.0,0,0,29500000,5985,275 West 10th Street #PHC,West Village
1518,4.5,4.0,0,0,24500000,4763,275 West 10th Street #PHB,West Village
1519,3.5,3.0,0,0,18500000,3846,275 West 10th Street #PHA,West Village
1520,3.0,3.0,0,0,6295000,1920,177 Ninth Avenue #PHE,West Chelsea
1521,2.0,2.0,0,0,2995000,,2 Sutton Place South #18A,Sutton Place
1522,3.0,3.0,0,0,2399000,1702,280 Saint Marks Avenue #2E,Prospect Heights
1523,3.0,3.0,0,0,2159000,1599,280 Saint Marks Avenue #THH,Prospect Heights
1524,1.0,3.0,0,0,775000,847,1810 Third Avenue #B2D,East Harlem
1525,1.0,2.0,0,0,730000,754,1810 Third Avenue #A8D,East Harlem
1526,3.5,3.0,0,0,4490000,2000,421 Hudson Street #718,West Village
1527,1.0,1.0,0,0,930000,,215 W 75th Street #5F,Upper West Side
1528,4.5,3.0,0,0,29950000,3416,1 Central Park South #301,Central Park South
1529,1.0,,0,0,949000,785,20 Pine Street #912,Financial District
1530,1.0,1.0,0,0,1915000,911,16 West 40th Street #16D,Midtown South
1531,2.0,3.0,0,0,1125000,,900 West 190th Street #10C,Hudson Heights
1532,2.5,3.0,0,0,2295000,1546,272 West 107th Street #15D,Manhattan Valley
1533,1.0,1.0,0,0,1145000,750,77 Park Avenue #2B,Murray Hill
1534,2.5,2.0,0,0,3155000,1539,90 Lexington Avenue #4D,NoMad
1535,1.0,1.0,0,0,710000,750,301 East 64th Street #6D,Lenox Hill
1536,1.0,2.0,0,0,730000,776,1810 Third Avenue #B2A,East Harlem
1537,1.0,1.0,0,0,519000,,401 East 65th Street #4E,Lenox Hill
1538,3.5,4.0,0,0,1050000,2100,786 Jefferson Avenue ,Stuyvesant Heights
1539,2.0,2.0,0,0,1050000,1300,20 Sutton Place South #11B,Sutton Place
1540,2.5,3.0,0,0,4449000,2992,185 Plymouth Street #3N,DUMBO
1541,3.5,3.0,0,0,3720000,2049,360 East 89 #14A,Yorkville
1542,2.0,2.0,0,0,1050000,1300,20 Sutton Place South #11B,Sutton Place
1543,2.5,3.0,0,0,8200000,3036,27 Great Jones Street #PHE,Noho
1544,2.0,3.0,0,0,409000,,3022 Bronx Park East ,Bronxwood
1545,3.5,5.0,0,0,730000,2622,2046 East 54th Street #2,Old Mill Basin
1546,2.5,,0,0,850000,3000,1083 E 42nd Street #0,Northeast Flatbush
1547,2.5,5.0,0,0,1290000,2471,1249 East 23rd Street ,Midwood
1548,2.0,2.0,0,0,550000,1100,445 W 240th Street #6B,Riverdale
1549,2.0,2.0,0,0,2850000,1258,225 Fifth Avenue #7G,NoMad
1550,1.0,1.0,0,0,239000,,1095 Bushwick Avenue #4B,Bushwick
1551,1.0,2.0,0,0,169000,,83-20 98th Street #2N,Woodhaven
1552,2.0,2.0,0,0,1399000,1433,310 E 46th Street #9H,Turtle Bay
1553,2.0,1.0,0,0,2975000,,299 West 12th Street #12AB,West Village
1554,1.0,,0,0,675000,785,189 Avenue C #2C,East Village
1555,1.5,2.0,0,0,959000,1756,817 Dekalb Avenue #1,Bedford-Stuyvesant
1556,1.0,,0,0,699000,,135 East 54th Street #5C,Midtown
1557,2.0,2.0,0,0,1295000,1164,1372 Dean Street #C,Crown Heights
1558,1.0,1.0,0,0,159900,700,3235 Emmons Avenue #201,Sheepshead Bay
1559,1.0,,0,0,385000,500,212 East 77th Street #5G,Upper East Side
1560,2.0,2.0,0,0,435000,,5700 Arlington Avenue #20C,Riverdale
1561,1.0,1.0,0,0,169000,750,2606 Cropsey Avenue #2C,Gravesend
1562,2.0,3.0,0,0,760000,1200,40 Oceana Drive #6E,Brighton Beach
1563,1.0,1.0,0,0,595000,,310 West 99th Street #205,Upper West Side
1564,1.0,,0,0,1395000,1100,20 Pine Street #1805,Financial District
1565,1.0,1.0,0,0,735000,1000,469 Eastern Parkway #O,Crown Heights
1566,1.0,,0,0,795000,460,1 Irving Place #G8L,Gramercy Park
1567,7.0,7.0,0,0,42000000,9050,128 East 73rd Street ,Upper East Side
1568,10.0,6.0,0,0,11000000,10320,12 W 76th Street ,Upper West Side
1569,2.5,2.0,0,0,11995000,1874,80 Columbus Circle #66B,Lincoln Square
1570,,6.0,1,0,2800000,2750,2386 Ocean Pkwy ,Gravesend
1571,2.0,2.0,0,0,1450000,1124,189 Avenue C #7B,East Village
1572,1.0,1.0,0,0,925000,755,189 Avenue C #5E,East Village
1573,1.0,,0,0,750000,751,189 Avenue C #5D,East Village
1574,1.0,1.0,0,0,999999,695,121 E 23rd Street #8B,Flatiron
1575,2.0,2.0,0,0,1325000,1124,189 Avenue C #8B,East Village
1576,1.0,,0,0,675000,785,189 Avenue C #2C,East Village
1577,1.0,2.0,0,0,690000,754,1810 Third Avenue #A4D,East Harlem
1578,1.0,2.0,0,0,700000,750,1810 Third Avenue #A5C,East Harlem
1579,1.0,2.0,0,0,690000,754,1810 Third Avenue #A3C,East Harlem
1580,1.0,2.0,0,0,695000,750,1810 Third Avenue #A4C,East Harlem
1581,1.0,1.0,0,0,670000,600,1810 Third Avenue #A12B,East Harlem
1582,2.0,2.0,0,0,2700000,1204,160 Central Park South #1714,Central Park South
1583,1.0,,0,0,750000,751,189 Avenue C #5D,East Village
1584,1.0,1.0,0,0,635000,60,1810 Third Avenue #A9B,East Harlem
1585,1.0,2.0,0,0,710000,754,1810 Third Avenue #A6D,East Harlem
1586,2.0,3.0,0,0,1195000,,240 East 35th Street #1H,Murray Hill
1587,1.0,2.0,0,0,700000,754,1810 Third Avenue #A5D,East Harlem
1588,1.0,1.0,0,0,695000,800,457 Fdr Drive #A802,Lower East Side
1589,1.0,1.0,0,0,258000,,51-40 30th Avenue #1,Woodside
1590,1.5,1.0,0,0,529000,1200,80 Bay Street Landing #3E,Saint George
1591,1.5,1.0,0,0,1550000,,35 East 76th Street #1418,Upper East Side
1592,1.0,1.0,0,0,619000,,185 Hall Street #1008,Clinton Hill
1593,1.0,2.0,0,0,595000,,1264 Amsterdam #6B,Morningside Heights
1594,1.0,1.0,0,0,235000,,51-34 30th Avenue #1,Woodside
1595,1.0,2.0,0,0,699000,,109 W 70th Street #5F,Lincoln Square
1596,3.5,3.0,0,0,3720000,2049,360 East 89 #14A,Yorkville
1597,1.0,1.0,0,0,1705990,895,959 First Avenue #18B,Turtle Bay
1598,1.0,1.0,0,0,235000,,51-34 30th Avenue #1,Woodside
1599,1.0,2.0,0,0,699000,,109 W 70th Street #5F,Lincoln Square
1600,3.0,3.0,0,0,2500000,1326,220 East 65th Street #3C,Lenox Hill
1601,1.0,1.0,0,0,699000,,179 East 79th Street #7C,Upper East Side
1602,1.0,1.0,0,0,580000,600,1810 Third Avenue #A4B,East Harlem
1603,1.0,1.0,0,0,645000,600,1810 Third Avenue #A10A,East Harlem
1604,1.0,1.0,0,0,670000,600,1810 Third Avenue #A12A,East Harlem
1605,1.0,1.0,0,0,610000,600,1810 Third Avenue #A6A,East Harlem
1606,1.0,1.0,0,0,625000,600,1810 Third Avenue #A8A,East Harlem
1607,1.0,1.0,0,0,660000,600,1810 Third Avenue #A11A,East Harlem
1608,1.0,1.0,0,0,790000,,55 East 87th Street #6B,Carnegie Hill
1609,1.0,1.0,0,0,580000,600,1810 Third Avenue #A4A,East Harlem
1610,1.0,,0,0,450000,,24 Cornelia Street #12,West Village
1611,4.0,4.0,0,0,6650000,,2 5th Avenue #34-36,Greenwich Village
1612,1.0,1.0,0,0,585000,600,1810 Third Avenue #A2B,East Harlem
1613,1.5,2.0,0,0,839000,1100,325 East 41st Street #601,Murray Hill
1614,1.0,2.0,0,0,115000,,1430 Thieriot Avenue #2C,Parkchester
1615,2.0,1.0,0,0,1750000,1204,20 Pine Street #1614,Financial District
1616,4.0,3.0,0,0,7800000,,1112 Park Avenue #4A,Carnegie Hill
1617,2.5,2.0,0,0,1300000,1300,100 West 57th Street #20/21E,Midtown
1618,2.0,2.0,0,0,2950000,,11 Riverside Drive #16FGW,Upper West Side
1619,1.0,1.0,0,0,999000,,63 East 9th Street #3G,Greenwich Village
1620,1.0,1.0,0,0,289000,,310 Lenox Road #4D,Flatbush
1621,2.0,2.0,0,0,869000,950,23-11 21st Avenue #3G,Astoria
1622,1.0,2.0,0,0,720000,,333 E 43rd Street #1019,Turtle Bay
1623,1.0,1.0,0,0,699000,650,255 West 108th Street #9F,Manhattan Valley
1624,8.0,8.0,0,0,19250000,,53 East 67th Street ,Lenox Hill
1625,3.5,3.0,0,0,1595000,2010,640 W 237th Street #17C,Riverdale
1626,5.0,8.0,0,0,6700000,,418 East 84th Street ,Yorkville
1627,2.0,2.0,0,0,10500000,,150 Central Park South #2301,Central Park South
1628,1.0,1.0,0,0,699000,,216 East 12th Street #5B,East Village
1629,2.0,2.0,0,0,1365000,1080,90 William Street #8G,Financial District
1630,1.5,1.0,0,0,749000,,131 East 39th Street #3,Murray Hill
1631,1.0,,0,0,620000,,440 Riverside Dr #C,Morningside Heights
1632,3.0,4.0,0,0,625000,1800,97 Tompkins Circle ,Tompkinsville
1633,2.0,2.0,0,0,3450000,1340,322 W 57th Street #40B,Midtown West
1634,1.0,1.0,0,0,585000,,2323 31st Avenue #2C,Astoria
1635,2.0,2.0,0,0,1895000,1080,30 West 61st Street #21D,Lincoln Square
1636,2.0,2.0,0,0,1795000,,38 East 85th Street #7E,Upper East Side
1637,5.0,5.0,0,0,1799000,2932,600 Prospect Place ,Crown Heights
1638,2.0,3.0,0,0,3200000,,205 Water Street #6B,DUMBO
1639,2.0,2.0,0,0,899000,1250,100 West 57th Street #17L,Midtown
1640,5.0,5.0,0,0,1799000,2932,600 Prospect Place ,Crown Heights
1641,1.0,2.0,0,0,649000,,251 East 32nd Street #21E,Kips Bay
1642,1.0,1.0,0,0,379888,1000,72-10 112nd Street #3K,Forest Hills
1643,2.5,2.0,0,0,4995000,,965 Fifth Avenue #10A,Upper East Side
1644,1.0,,0,0,649000,450,520 West 23rd Street #14D,West Chelsea
1645,2.0,2.0,0,0,2790000,1550,25 East 83rd Street #10E,Upper East Side
1646,3.0,4.0,0,0,1248000,2500,207-15 39th Avenue ,Bayside
1647,2.5,2.0,0,0,3200000,1653,170 East End Avenue #3M,Yorkville
1648,1.0,1.0,0,0,750000,,185 West Houston Street #4J,Soho
1649,1.0,,0,0,1142000,698,15 William Street #22D,Financial District
1650,3.0,3.0,0,0,949000,2432,135-47 77th Avenue ,Kew Gardens Hills
1651,1.0,1.0,0,0,279000,800,102-21 63rd Road #B33,Forest Hills
1652,1.0,,0,0,615000,425,20 West Street #11D,Financial District
1653,1.0,1.0,0,0,995000,712,408 Eighth Avenue #11C,Midtown South
1654,1.0,1.0,0,0,159000,,40-01 Little Neck Pky #20B,Little Neck
1655,1.0,1.0,0,0,899000,847,175 12th Street #4A,Gowanus
1656,1.0,1.0,0,0,775000,,201 East 66th Street #6P,Lenox Hill
1657,1.0,1.0,0,0,2050000,897,540 West 28th Street #12E,West Chelsea
1658,1.0,1.0,0,0,1185000,930,70 Little West Street #9C,Battery Park City
1659,2.0,2.0,0,0,1295000,1175,440 Kent Avenue #17C,Williamsburg
1660,2.0,2.0,0,0,399000,1200,1717 E 18th Street #2,Homecrest
1661,2.0,2.0,0,0,399000,1200,1717 E 18th Street #2,Homecrest
1662,1.0,1.0,0,0,850000,690,34 North 7th Street #8D,Williamsburg
1663,2.5,3.0,0,0,2450000,1790,440 Kent Avenue #22A,Williamsburg
1664,1.0,2.0,0,0,710000,,410 Seventh Avenue #2R,Park Slope
1665,1.5,3.0,0,0,528000,1520,3736 Polar Street ,Seagate
1666,4.5,5.0,0,0,8750000,,200 East 65th Street #17BCD,Lenox Hill
1667,1.5,2.0,0,0,1450000,994,11 E 36th Street #801,Midtown South
1668,1.5,3.0,0,0,528000,1520,3736 Polar Street ,Seagate
1669,5.0,5.0,0,0,2325000,,521 Greene Avenue ,Bedford-Stuyvesant
1670,2.0,2.0,0,0,1495000,1100,415 Leonard Street #4I,Williamsburg
1671,1.0,1.0,0,0,1195000,,167 Perry Street #5G,West Village
1672,3.5,5.0,0,0,1800000,2598,63 Clarkson Avenue #2,Prospect Lefferts Gardens
1673,1.0,1.0,0,0,775000,617,42 Maspeth Avenue #4J,East Williamsburg
1674,1.0,,0,0,649900,498,42 Maspeth Avenue #5B,East Williamsburg
1675,1.0,1.0,0,0,765000,643,42 Maspeth Avenue #3D,East Williamsburg
1676,1.0,,0,0,575000,486,42 Maspeth Avenue #2F,East Williamsburg
1677,3.0,5.0,0,0,2600000,3750,368 Washington Avenue TOWNHOUSE,Clinton Hill
1678,1.0,,0,0,369999,,210 East 36th #10F,Murray Hill
1679,1.0,1.0,0,0,1595000,770,28 East 10th Street #1G,Greenwich Village
1680,1.0,2.0,0,0,799000,,356 West 23rd Street #4A,Chelsea
1681,2.5,2.0,0,0,3230000,1662,50 West Street #25A,Financial District
1682,3.0,3.0,0,0,5950000,,1001 Fifth Avenue #12AB,Upper East Side
1683,1.5,1.0,0,0,1610000,988,247 West 46th Street #1801,Midtown
1684,1.0,1.0,0,0,2785000,1074,16 West 40th Street #19B,Midtown South
1685,1.5,2.0,0,0,1600000,1000,41 West 72nd Street #2A,Upper West Side
1686,1.0,2.0,0,0,485000,975,301 East 63rd Street #2J,Lenox Hill
1687,2.0,2.0,0,0,3550000,,652 Hudson Street #2E,West Village
1688,1.0,2.0,0,0,2445000,,652 Hudson Street #2W,West Village
1689,1.0,1.0,0,0,259000,,185 Marine Avenue #3H,Fort Hamilton
1690,3.0,4.0,0,0,5995000,,652 Hudson Street #2EW,West Village
1691,3.5,4.0,0,0,1600000,2580,442 Kosciuszko Street #2,Stuyvesant Heights
1692,3.5,3.0,0,0,5298000,2279,415 Greenwich Street #7C,Tribeca
1693,1.0,,0,0,389000,371,24 Fifth Avenue #312,Greenwich Village
1694,2.0,2.0,0,0,3495000,2027,135 West 4th Street #3EAST,Greenwich Village
1695,5.5,5.0,0,0,7950000,3060,221 West 77th Street #7W,Upper West Side
1696,1.0,1.0,0,0,1099000,700,100 Riverside Boulevard #5D,Lincoln Square
1697,2.5,2.0,0,0,2795000,1415,200 West End Avenue #9A,Lincoln Square
1698,1.0,1.0,0,0,925000,,345 West 58th Street #8R,Lincoln Square
1699,4.0,3.0,0,0,3300000,,955 Lexington Avenue #3/4A,Lenox Hill
1700,2.0,3.0,0,0,939000,,157-09 16th Avenue #1,Clearview
1701,3.0,3.0,0,0,6500000,1700,25 Central Park West #23J,Lincoln Square
1702,,8.0,0,0,899000,,1775 Eastern Pkwy ,Crown Heights
1703,5.0,4.0,0,0,10500000,4850,510 Park Avenue #5A,Lenox Hill
1704,4.0,4.0,0,0,1595000,2544,170-28 Grand Central Parkwa ,Jamaica
1705,,3.0,0,0,459000,,971 East 46th Street #TH,Farragut
1706,1.0,,0,0,1175000,980,50 Bridge Street #515,DUMBO
1707,2.0,2.0,0,0,1350000,1400,310 East 46th Street #11H,Turtle Bay
1708,2.5,3.0,0,0,2195000,,755 West End Avenue #2C,Upper West Side
1709,1.0,2.0,0,0,669000,,237 West 109th Street #4D,Manhattan Valley
1710,3.0,3.0,0,0,5750000,,33 East 70th Street #3C,Lenox Hill
1711,2.0,2.0,0,0,2495000,,201 East 79th Street #18C,Yorkville
1712,9.0,9.0,0,0,925000,,589 Van Nest Avenue #1,Van Nest
1713,1.5,3.0,0,0,515000,1632,150-06 Grand Central Pky ,Briarwood
1714,1.0,1.0,0,0,765000,700,203 West 81st Street #1G,Upper West Side
1715,5.0,5.0,0,0,1200000,2800,295 Alexander Avenue #1,Mott Haven
1716,1.0,2.0,0,0,760000,862,153 Garfield Place #4R,Park Slope
1717,1.0,1.0,0,0,695000,,11 Riverside Dr #2SE,Upper West Side
1718,1.0,1.0,0,0,425000,,100 Remsen Street #8D,Brooklyn Heights
1719,4.0,3.0,0,0,3200000,2200,301 E 78th Street #17BC,Upper East Side
1720,1.0,3.0,0,0,629000,,9701 Shore Rd #1C,Fort Hamilton
1721,,3.0,0,0,525000,,131-13 Farmers Boulevard ,Springfield Gardens
1722,3.0,5.0,0,0,1500000,2090,259 Nassau Avenue ,Greenpoint
1723,3.5,4.0,0,0,2995000,,201 East 77th Street #17D/C,Upper East Side
1724,,3.0,0,0,525000,,131-13 Farmers Boulevard ,Springfield Gardens
1725,1.0,0.0,0,0,539000,483,210 East 47th Street #3F,Turtle Bay
1726,,,0,0,3190000,,41 Manor Court ,Lighthouse Hill
1727,2.0,2.0,0,0,550000,,69-40 Yellowstone Boulevard #108,Forest Hills
1728,1.0,1.0,0,0,875000,712,189 Schermerhorn Street #14H,Downtown Brooklyn
1729,2.0,3.0,0,0,3950000,2286,50 West 29th Street #7E,NoMad
1730,1.0,,0,0,610000,380,1 Wall Street Court #1203,Financial District
1731,2.0,,0,0,3950000,,50 West 29th Street #7ECOMM,NoMad
1732,5.0,4.0,0,0,15000000,5634,152 W 13th Street ,Greenwich Village
1733,1.0,1.0,0,0,1250000,900,300 East 40th Street #28S,Murray Hill
1734,1.0,1.0,0,0,825000,650,300 East 40th Street #17E,Murray Hill
1735,2.5,2.0,0,0,18000000,4189,20 Greene Street #PHB,Soho
1736,6.0,5.0,0,0,9750000,3847,141 East 88th Street #10C,Carnegie Hill
1737,4.0,5.0,0,0,10490000,4187,90 Furman Street #N1007,DUMBO
1738,1.0,,0,0,550000,470,165 Christopher Street #6M,West Village
1739,,3.0,0,0,519000,,8724 Avenue M ,Canarsie
1740,1.0,,0,0,275000,,345 W 145th Street 10031 #5C2A,
1741,3.5,3.0,0,0,1595000,2010,640 W 237th Street #17C,Riverdale
1742,1.0,1.0,0,0,1650000,754,200 Chambers Street #3F,Tribeca
1743,,8.0,0,0,2299000,,220 Rogers Avenue ,Crown Heights
1744,,5.0,0,0,799000,,223 Sumpter Street ,Ocean Hill
1745,4.0,5.0,0,0,1699999,4000,4959 Henry Hudson Pkwy ,Riverdale
1746,1.0,1.0,0,0,1310000,645,325 Lexington Avenue #19E,Midtown East
1747,3.0,6.0,0,0,1199999,3282,361 East 26th Street ,Flatbush
1748,1.5,1.0,0,0,1875000,891,172 Madison Avenue #12C,NoMad
1749,2.0,2.0,0,0,459000,550,414 E 10th Street #3D,East Village
1750,1.0,1.0,0,0,995000,712,408 Eighth Avenue #11C,Midtown South
1751,3.0,3.0,0,0,1995000,,1175 York Avenue #6D,Lenox Hill
1752,4.5,6.0,0,0,749000,2080,751 East 46th Street ,Farragut
1753,2.5,2.0,0,0,5995000,2400,217 West 19th Street PENTHOUSE,Chelsea
1754,2.0,2.0,0,0,1495000,960,236 East 47th Street #12C,Turtle Bay
1755,1.0,2.0,0,0,259000,,3210 Arlington Avenue #2J,Spuyten Duyvil
1756,1.0,1.0,0,0,749000,,415 Grand Street #E207,Lower East Side
1757,1.0,1.0,0,0,775000,900,525 East 86th Street #8G,Yorkville
1758,4.0,4.0,0,0,7250000,3500,200 East 89th Street #35A,Yorkville
1759,1.0,2.0,0,0,500000,690,728 41st Street #1F,Sunset Park
1760,4.5,5.0,0,0,9950000,,1185 Park Avenue #8I,Carnegie Hill
1761,1.0,2.0,0,0,1175000,,264 East Broadway #C1706,Lower East Side
1762,3.5,4.0,0,0,6295000,,145 East 76th Street #9B,Upper East Side
1763,1.0,1.0,0,0,1175000,,345 West 88th Street #7F,Upper West Side
1764,4.0,4.0,0,0,19950000,3582,25 Columbus Circle #54AG,Lincoln Square
1765,1.0,,0,0,399000,371,24 5th Avenue #311,Greenwich Village
1766,2.0,2.0,0,0,3300000,1300,322 W 57th Street #50F,Midtown West
1767,3.0,3.0,0,0,2995000,,418 East 59th Street #32B,Sutton Place
1768,2.0,2.0,0,0,6250000,1512,151 East 58th Street #35D,Midtown East
1769,1.0,3.0,0,0,260000,1250,2156 Cruger Avenue #5D,Bronxdale
1770,1.0,0.0,0,0,1090000,615,322 W 57th Street #34V,Midtown West
1771,1.0,1.0,0,0,799000,,136 East 76th Street #4A,Upper East Side
1772,2.0,3.0,0,0,650000,,134-12 Linden Boulevard #1,South Ozone Park
1773,4.5,5.0,0,0,8450000,3000,188 East 64th Street #3503-4,Lenox Hill
1774,4.0,4.0,0,0,4000000,2640,194 South 2nd Street ,Williamsburg
1775,1.0,,0,0,279000,500,70 La Salle Street #2E,Morningside Heights
1776,3.0,2.0,0,0,4295000,,860 Fifth Avenue #18A,Lenox Hill
1777,1.0,1.0,0,0,525000,,59 East 72nd Street #2D,Upper East Side
1778,1.0,1.0,0,0,835000,708,2-26 50th Avenue #5G,Hunters Point
1779,2.0,2.0,0,0,2275000,1175,50 Clinton Street #2D,Lower East Side
1780,1.0,1.0,0,0,525000,,59 East 72nd Street #2D,Upper East Side
1781,2.0,3.0,0,0,959000,1400,636 Warren Street #1R,Park Slope
1782,2.5,6.0,0,0,735000,1872,443 West 263rd Street ,Riverdale
1783,1.0,1.0,0,0,935000,,404 East 79th Street #18B,Upper East Side
1784,1.0,2.0,0,0,399000,,2515 Glenwood Rd #6B,Flatbush
1785,1.0,,0,0,700000,550,382 Central Park West #3E,Upper West Side
1786,1.0,1.0,0,0,1575000,832,15 William Street #42C,Financial District
1787,1.5,2.0,0,0,1199000,1100,144 East 36th Street #7B,Murray Hill
1788,1.0,,0,0,995000,721,15 Broad Street #1822,Financial District
1789,6.0,5.0,0,0,9750000,3847,141 East 88th Street #10C,Carnegie Hill
1790,2.5,3.0,0,0,829000,2052,2566 East 14th Street #FR,Sheepshead Bay
1791,2.0,4.0,0,0,1200000,,569 Lafayette Avenue #1--2,Bedford-Stuyvesant
1792,2.0,2.0,0,0,2655000,2160,147 West 22nd Street #3S,Chelsea
1793,1.0,1.0,0,0,1450000,691,1 Central Park West #918,Lincoln Square
1794,1.0,,0,0,699000,474,350 West 50th Street #4KK,Midtown West
1795,1.0,1.0,0,0,2595000,1405,718 Broadway #8A,Noho
1796,2.0,2.0,0,0,2390000,1134,57 Reade Street #12C,Tribeca
1797,2.0,2.0,0,0,2195000,,117 East 57th Street #26D,Midtown
1798,1.0,1.0,0,0,795000,732,41-26 27th Street #8G,Long Island City
1799,1.0,3.0,0,0,699000,,1742 Coleman Street ,Marine Park
1800,1.0,3.0,0,0,569000,,56 Cyrus Avenue ,Gerritsen Beach
1801,2.5,2.0,0,0,1599000,,116 East 66th Street #5/6D,Lenox Hill
1802,2.0,5.0,0,0,609000,1368,5325 Avenue T ,Flatlands
1803,2.0,4.0,0,0,995000,2100,786 Jefferson Avenue ,Stuyvesant Heights
1804,1.0,3.0,0,0,615000,1980,5268 Post Road ,Fieldston
1805,1.0,1.0,0,0,499000,550,325 West 45th Street #615,Midtown West
1806,2.0,1.0,0,0,3199000,1283,40 East 78th Street #6E,Upper East Side
1807,1.0,1.0,0,0,435000,600,240 East 24th Street #2G,Kips Bay
1808,1.0,1.0,0,0,1200000,823,372 Central Park West #10W,Upper West Side
1809,3.5,3.0,0,0,3720000,2049,360 East 89 #14A,Yorkville
1810,3.5,3.0,0,0,4030000,2049,360 East 89 #20A,Yorkville
1811,2.5,2.0,0,0,2270000,1594,360 East 89 #6E,Yorkville
1812,2.5,3.0,0,0,440000,,1065 East 105th Street ,Canarsie
1813,3.0,5.0,0,0,1950000,,644 20th Street ,Windsor Terrace
1814,3.5,5.0,0,0,438990,,2640 Morris Avenue ,Fordham
1815,4.0,4.0,0,0,1300000,,191 Cornelia Street Brooklyn ,Brooklyn
1816,3.0,3.0,0,0,6750000,3000,414 Washington Street #FL3,Tribeca
